file,page,text
output_mixed_2_redacted.pdf_ocr_output.csv,26,EARTH ALTERNATE FLIGHT PLAN 1253 CST 40:00 T 44:00 I EAT REV 25 I I 41:00 45:00 REV 28 I 42:00 LASER ALT 46:00 REST LASER ALT ENGR TEST 8 HR ENGR TEST REV 26 I REST 8 HR 43:00 47:00 REV 29 REV 27 44:00 48:00 I MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 40:00 - 48:00 2/25-29 6-8 FLIGHT PLANNING BRANCH
output_mixed_2_redacted.pdf_ocr_output.csv,27,"THE BOOK COLLECTOR building of the new house. 13 Assessing Winn book ownership of any period is complicated by the preponderance of Edmunds, Georges and Rowlands, and by the family's inconsistency in signing their books. The earliest book with a definitive Winn family inscription is a bind-up of an edition of Horace printed in Paris in I 544 with an edition of Juvenal printed in Lyon in I557, which bears a rare dated inscription: Ed: Win 1602 (fig. 4), identifying it as a book from the library of Edmund Winn of Thornton Curtis (1583-c.1645), the son of Elizabeth I's draper. 14 This book must have come to Nostell with the family, along with three other books bearing inscriptions also relating to this Edmund Winn, all printed in the early 17th century. 15 13. Three significant collections of early books at Nostell can be discounted, as they were acquired post-1750. Firstly, in 1781, Louise Sabine d'Hervart (1734-1798), the wife of the 5th Baronet, inherited from her mother a collection of 'Bound and un- bound books, French, German and English'. These books were shipped from her fam- ily home in Vevey, Switzerland, and remain at Nostell today. The French and German books are relatively easy to identify - many are bound in characteristic Swiss bindings, or marked with the names of former d'Hervart, Weiss, and Dünz owners- the English books less so, but around I50 books can now be securely identified from the inheri- tance. Secondly, Charles Winn acquired significant numbers of early-printed books in the 19th century, but he was assiduous in recording his ownership: his books are all clearly marked with inscriptions, stencils and bookplates. He was equally assiduous in not marking books inherited by him. Thirdly, the West Yorkshire Archive Service contains a collection of 254 Civil War pamphlets, accessioned as part of the Nostell Priory papers. The examination of these volumes, however, suggests that these were not collected by the family during the Civil War, but instead by Charles Winn in the 19th century. WYL1352/A1/8/34/1-245 are bound in paper bearing the watermark of (among others) Gilling & Allford, active in the first quarter of the 19th century. Many bear an 18th or 19th-century ink monogram stamp, YMJ, indicating they were not at Nostell in the 17th century, while WYL1352/A1/8/59/1-12 are bound in waste wrap- pers from subscription books issued in the 1780s and 1790s, indicating that they were in the book trade at that time. Once these three sources are discounted, around 1,000 titles remain printed prior to 1750, none of which bear contrary evidence of ownership. It is the contention of this paper that these represent the Winn family library amassed before the move to the new house. 14. Horace, Q. Horatij Flacci Poemata: Ratio mensuum quibus Oda eiusdem poeta tene- tur. Centrimetrum Marij Seruij. Varia lectiones ex uetustiss. Codicibus (Paris: Ex offici- na Roberti Stephani typographi Regij, 1544); Juvenal, Iunii Iuvenalis: & Auli Persii Flacci Satyrae. Iam recens recognita, simul ac adnotatiunculis, qua breuis commentarij vice esse possint, illustrata (Lyon: Apud Theobaldum Paganum, 1557) - National Trust Collections Database [henceforth: NT] 3089698. 15. Iesu Christi domini nostri Novum Testamentum ([Geneva] : Ex typographia Iacobi 50"
output_mixed_2_redacted.pdf_ocr_output.csv,28,EARTH ALTERNATE FLIGHT PLAN 0453 CST 56:00 LUNAR SOUNDER & 60:00 I H SOUTH AMER. UV SPECTROMETER PC & MC PHOTOS TARGETS UV SPECTROMETER I REV 35 LUNAR SOUNDER LUNAR SOUNDER & DE OLIVARIS (CHILI) UV SPECTROMETER 57:00 61:00 TARGETS AFRICA PC & MC PHOTOS UV SPECTROMETER REV 38 SOUTH AMER LUNAR SOUNDER & PC & MC PHOTOS UV SPECTROMETER 58:00 I TARGETS I UV SPECTROMETER 62:00 Li0H CANISTER CHANGE REV 36 I LUNAR SOUNDER DZHUNGARSKIY (USSR) VHF I I AFRICA PC & MC PHOTOS 59:00 UV SPECTROMETER 63:00 REV 39 SOUTH AMERICA PC & MC PHOTOS UV SPECTROMETER I REV 37 02 & H2 FC PURGE WASTE H20 DUMP 60:00 64:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 56:00 - 64:00 3/35-39 6-10 FLIGHT PLANNING BRANCH
output_mixed_2_redacted.pdf_ocr_output.csv,29,"FLIGHT PLAN MCC-H 1553 CST NOTES 19:00 (21101) LMP DON BIOMED HARNESS (_1111) :10 OMNI B UPDATE SECURE HGA: MAN, WIDE P -52, Y 270 QUADS TO ENABLE CSM G&C CHECKLIST FOR PTC SPINUP FLIGHT PLAN PASSIVE THERMAL CONTROL PAGE G/8-2 :20 V49 MNVR TO PTC ATTITUDE (N20,090,000) P20 OPT 2, X-AXIS N78 (0,0,0) S N79 (-0.4200, +000.50) T N34 (0,0,0) 19:30 D CHECK LMP BIOMED N CDR DOFF BIOMED HARNESS EARTH PHOTOS CM/EL/250-CEX(f8,1/250,a0) 4 FR :40 MAG (KK) , FR # PTC :50 20:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 19:00 - 20:00 2/TLC 3-20 FLIGHT PLANNING BRANCH"
output_mixed_2_redacted.pdf_ocr_output.csv,30,"Laundry Sit to iron, sort clothes and fold the laundry. Move wet clothes into a dryer a few items at a time. Get help to fold large items such as sheets. Buy clothes that are easy to wash and need little ironing. Use a trolley to take washing outside to hang it up. Use a low washing line to avoid reaching up. Use this section to make any notes to help you manage your fatigue and save your energy. If you want more information on managing fatigue, please visit the web links in the Resources section on page 79. Long Covid Workbook 13"
output_mixed_3_redacted.pdf_ocr_output.csv,1,CSM FLIGHT PLAN 166:00 SIM EXP STATUS 166:30 SIM EXP STATUS (*0100) (1111) (11111) (*0100) (_111) (00300) (_1111) (00300) UPDATE: LUNAR SOUNDER PAD (166:40) FLIGHT PLAN (11101) V48 (11101) LS (_1111) (_iii) RCV ONLY (SEP-ON) LUNAR SOUNDER PAD T-START: : :10 :40 T-STOP: (45°W TO 60°W) LS OPERATE - OPERATE (T START) LS S RCV ONLY D (SEP-ON) LS D N HF N (MARIUS HILLS) ORBITAL SCIENCE VISUAL LANDING SITE (CM5) LS OPERATE - STBY (T STOP) WAIT 1 MIN RCDR OFF X :20 :50 LS RCV ONLY (SEP-ON) ORBITAL SCIENCE VISUAL D-CALDERA (CM5) RCDR ON 166:30 167:00 MISSION EDITION DATE PAGE APOLLO 17 FINAL (12/6) 10/23/72 3-233
output_mixed_3_redacted.pdf_ocr_output.csv,2,"08 | Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 09 Lambeth 2030 Vision Statement Lambeth - a borough SUSTAINABLE with social and climate justice at its heart. By harnessing the power and pride of our people and partnerships, we will proactively tackle inequalities SO that children and young people can have the best start in life and SO everyone can feel safe and thrive in a place of opportunity. SAFER"
output_mixed_3_redacted.pdf_ocr_output.csv,3,"Managing Breathing Difficulties WHY DO I FEEL BREATHLESS? It is common for people who have had Covid-19 to feel breathless. Some of your breathing difficulties may not have got better yet. You may be taking quicker, shorter and shallower breaths. You may notice that your shoulders are raised as you tense up and try and take in more air. Breathlessness can also be made worse by anxiety. If you feel anxious and worried about being breathless this can make your muscles tense and cause your heart to beat faster. This can then make you breathe faster and make your breathlessness and anxiety worse. That is why it is important to stay in control of your breathing. Some of the reasons why you still feel breathless are: You may be producing too much mucus (fluid that coats and protects the inside of your airways). You may have a chesty cough. You may be less fit than you used to be because you're not moving about and exercising as much. Covid-19 may have caused some damage to your lungs. Your blood is pooling in the lower part of your body making you feel short of breath when you stand up. You have residual inflammation in your lungs and/or If your breathlessness gets blood vessels. worse suddenly, for no apparent reason, you should You may be anxious. speak to your GP or call 111 Let's take a moment and have a think about what normal breathing should look like. Normal breathing should be something you do without even thinking about it, it should be easy to do and you should breathe in through your nose. When we breathe in this way the air is filtered to remove any bacteria and dust. It's warmed up so it's the right temperature for your lungs and it becomes wet in your nose. Normal breathing should be quiet. Your breath out should be slightly longer than your breath in. The diaphragm is the main muscle that controls your breathing. When we breathe in, the diaphragm pulls your ribcage down, sucking air into your lungs. When you breathe out, the diaphragm relaxes and you let go of the air. Breathing out should require no effort whatsoever. When you don't breathe like this you use up more energy and can get tired easily. Inspiration Expiration Automatic Effortless Thoracic cavity Thoracic cavity expands reduces Quiet Nasal External intercostal External intercostal muscles contract muscles relax Diaphragm Diaphragm contracts Diaphragm relaxes Image Credit: OpenStax College Long Covid Workbook 27"
output_mixed_3_redacted.pdf_ocr_output.csv,4,LM FLIGHT PLAN MCC-H 1253 CST CDR LMP NOTES 136:00 POST SLEEP (CONT) :10 UPDATE TO LM LIFT-OFF TIMES FOR REVS 26-32 :20 S T 136:30 D N EAT PERIOD :40 :50 GDS 210' AOS 137:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 136:00 - 137:00 7/25 3-172 FLIGHT PLANNING BRANCH SIGNATURE
output_mixed_3_redacted.pdf_ocr_output.csv,5,"Hearing Listening to music Listening to the sound of nature, such as waves or bird sounds Listening to an audio-book or a guided imagery exercise Listen your favourite TV show or movie Smell Smell scented candles Favourite perfume, body mist, body cream Cook a meal that smells delicious Go to a place where you might enjoy the smell (park, flower shop, perfume shop, bakery, restaurant) Taste Cook or buy your favourite meal and eat it slowly Make a cup of coffee/tea/smoothie Chewing gum with your favourite flavour Eat some fruit Touch Cuddle your pet Hug someone who you care about Cuddle under a blanket Touch/wear any fabric that seems soothing to you (something smooth, velvety, fluffy) Hot/cold showers Hot water bottle Think about what you find relaxing and try to do those activities when feeling stressed. It can be helpful to use techniques that have worked before by making you feel safe and relaxed. Feel free to ask friends and family for their own ideas but remember that what works for one person does not work for others. Long Covid Workbook 51"
output_mixed_3_redacted.pdf_ocr_output.csv,6,"THE BOOK COLLECTOR The Society grew out of the Ex Libris Society, founded in 1891. Ex Libris ran for eighteen years with a well-illustrated journal, something its descendant follows today. Out of it sprang The Bookplate Exchange Club, which survived for eighty years until 1972 when the late Brian North Lee, the doyen of bookplate studies, and its last secretary, Peter Summers FSA, founded The Bookplate Society. Fifty years on the Society actively pro- motes, explores and explains these miniature signs of ownership, focusing as much on designers as on owners. The humble bookplate, often not even mentioned in book auctions and catalogues, is now becoming noted and any collector interested in their books' personal history, will find much of interest in The Bookplate Society publications, as it delves into allied interests of heraldry, printing, engraving and graphic arts. The bookplate is often a work of art, SO it is not surprising that when the British Museum/ Library split, the Bookplate collection donated by Franks and others should reside with prints and drawings. A similar anniversariant is THE OXFORD GUILD OF PRINTERS, which last year celebrated its fortieth birthday. Since 2013 it has circulated to its entire membership (which now stands at 140) an autumnal package, eagerly awaited, of letterpress ephemera produced by its members during the year. In this delightful bouquet may be found in every font under the sun a running commentary on politics, social affairs, the health of the book trade and the prowess (as it has latterly been) of the England cricket team. Alas, in the latest newsletter from Liz Adams, the Editor, comes the news that the OGP is entering a state of dormancy owing not to the lack of money (hooray!) but to the absence of volunteers for the positions of Chair and Secretary. Hands up anyone? Despite his first purchase having been the greatest penance that was ever heaped upon a student, Green's four-volume History of England, CLAR- ENCE WOLF has gone on to become one of America's most renowned booksellers. Last year he published in a privately printed edition Fifty Years a Bookseller : or, The Wolf at Your Door. Although it is principally concerned with American people and events, its appeal will be universal for the book trade is nothing if not international. The contents are extraor- dinarily congenial and much as you'd expect from the title. It has three faults. One is the absence of an index, with consequences that need no ex- planation. The second, which is related to the first, is that the book appears to be an assembly of characters and incidents that the reader knows for sure will be connected and in some way form a coherent story if only he or she could but locate the connections. One can only use SO many bookmarks 144 SIGNATURE"
output_mixed_3_redacted.pdf_ocr_output.csv,7,"EARLY BOOKS AND EARLY READERS AT NOSTELL PRIORY of Nicholas de Lyra, now in the Thomas Fisher Library, Toronto University. In 2012, Peter Kidd identified a further important frag- ment. Los Angeles Public Library holds one quire of eight leaves, with sewing thread still intact, one partial quire of six leaves, and twelve individual leaves, some of them consecutive, others isolated, from a 13th-century miscellany associated with the Priory. The fragments survive with a portion of their original binding, and the front and rear pastedowns. 3 It is difficult to say anything with certainty about the creation, housing and use of monastic books at Nostell, as SO little contextual evidence survives, either locally or nationally. Only ten book lists from Augustinian foundations in England are known, and with the exception of Llanthony Secunda Priory in Gloucester, where some 140 books are recorded, only ten Augustinian houses have more than ten volumes surviving from their libraries.4 The Priory of Merton, for example, was one of the largest in England and its Registrum lists more than 230 titles, yet today only twenty-nine volumes survive, while Leicester Abbey owned more than 1,000 volumes, of which fewer than twenty are known. 5 The Augustinian rule was not prescriptive in its approach to the conduct of religious life, leading to variation in approaches to the chapter of the rule concerned with reading and writing. In England 2. Desiderius Erasmus, De ratione studii ac legendi (Col: Argentorati: apud Iohannem Heruagium, 1524), Purgatio aduersus epistolam non sobriam Martini Luteri (Parisiis : apud Ioannem Roigny, 1534), De puritate ecclesiae Christianae (Parisiis: ex officina Christiani Wecheli, 1536), and De sarcienda ecclesiae concordia (Parisiis : excudebat Christianus Wechelus, 1533). University of Wales Trinity Saint David, Roderic Bowen Library and Archives; Founders Library, ODS 02691, inscribed: 'Pertinet ad dominum Sancti Oswaldi de Nostell'. Biblia latina (Nuremberg: Anton Koberger, [1486-]87 - ISTC iboo614000), Toronto University Library, RB 9689, inscribed: 'Restat Monasterio sancti Oswaldi de Nostell'. Both are recorded in N. R. Ker, Medieval Libraries of Great Britain A List of Surviving Books. Supplement to the Second Edition, edited by Andrew G. Watson (London: Royal Historical Society, 1987), p. 51. 3. Los Angeles Public Library. The manuscript is currently uncatalogued, SO does not have a shelf mark. The author is extremely grateful to Peter Kidd for generously shar- ing his research notes on the Los Angeles Miscellany, see: https://mssprovenance.blog pot.com/2012/I2/an-unknown-ms-from-nostell-priory.html 4. T. Webber and A. G. Watson, eds, The libraries of the Augustinian Canons, Corpus of British medieval library catalogues, vol. 6, pp. xxii-xxiii. 5. The libraries of the Augustinian Canons, p. xxvii. 45 SIGNATURE"
output_mixed_3_redacted.pdf_ocr_output.csv,8,"6.18 SUMMA phinning Stephen C (am PHILOSOPHLE Books. QUADRIPARTITA, De rebus Dialecticis, Ethicis, Phyfi- davips sudams dis, & Metaphyficis ; Autore 1697 F R. BUSTACHIO A S. Paulo, ex Congregatione Impos Came Borke GST Fulienfi, Ordinis Cifter- cienfis 16zy Infuntis mendis reparges the Slophea RESYROD Borbe J Baglamin CANTABRIGINE, Ex officina Regist DARIELTS almz Acade. mia Typographi. 010.10c.xu Fig. 7: The ownership inscriptions of Joseph Ludlam (c. .1626-1678) and Stephen Ludlam (1658-1722) and an example of the price inscription found on all Ludlam books (©National Trust Images/Robert Thrift)."
output_mixed_3_redacted.pdf_ocr_output.csv,9,"THE BOOK COLLECTOR of a college library in the American colonies. Unlike the Harvard Catalogus of 1723, which Thomas Hollis criticised for being ordered only by initial letter, Yale's catalogue was fully alphabetised and also categorised 'under proper Heads' - that is, by subject as well as by author. Whether or not the Yale catalogue was actively used to solicit donations is unclear - considering the abundance of positive evidence for other printed pieces, perhaps it was not - but it was certainly designed more for users than for donors, representing an important departure from the approach of the Harvard Catalogus. Thomas Clap's preface is not grandiloquent and aimed at those unfamiliar with the college; it is remarkably brief - hardly two pages long - and addressed 'To the Students of Yale-College.4 Yale's catalogue is physically unimpressive and highly functional. It reflects a transitional moment for libraries, for philanthropy and indeed for the American colonies. By 1743, Yale's library might not have been ideally stocked, but it served a college more amply resourced than it had ever been and a colony with better access to local learning than it had ever had. Yale no longer needed to make obsequious cries of poverty abroad: with the publication of the 1743 catalogue, the college ceased to advertise its weaknesses and began to assert its strengths. Portable, relatively inexpensive, produced in quantity, the library catalogue as a form of printed matter uniquely enabled transatlantic philanthropy in the early 18th century. College leaders and their agents abroad worked together to build a strategic network of influential supporters for the cause of colonial education. The first Harvard library catalogue in particular was created as a tool for salesmanship, meant in the short term to increase the library's hold- ings and only in the longer term to advance the learning that might result. The underlying irony of flibrary-building in this period is that by underscoring the poverty of colonial education, catalogues and the agents who deployed them succeeded in vastly enriching it. 42. A Catalogue of the Library of Yale-College in New-Haven, [A2r]. 78"
output_mixed_3_redacted.pdf_ocr_output.csv,10,"16 Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future, Our Lambeth 17 DIVERSE SAFE BOROUGH AREAS VIBRANT PARKS Our Future, Our Lambeth CARE FAIR FRIENDLY INCLUSIVE PEOPLE Our Vision Statement WELCOMING THRIVING Lambeth - a borough with social and climate justice at its heart. By harnessing the power and pride of our GREEN SPACES PARKS LAMBETH people and partnerships, we will proactively tackle SPACES inequalities so that children and young people can have the best start in life and so everyone can feel safe and SUSTAINABLE AFFORDABLE SHOPS thrive in a place of opportunity. LOCAL OPPORTUNITY Our Commitments Our 2030 Ambitions The vision Our Commitments for Lambeth The Golden Thread - A Borough of Equity and Justice for Lambeth 1. We get the basics right and deliver great Through listening and building on what we already public services that fit what people need know, we've created a vision for the future of 1. Making Lambeth Neighbourhoods To deliver this vision requires individual and collective - Lambeth that's rooted in what people want. This is a We will take a one borough approach to deliver Fit for the Future vision that belongs to everyone. commitment and action. This means the Council and our services consistently and well Lambeth's communities and organisations coming 2. Making Lambeth One of the Safest Achieving this future vision of Lambeth comes down together and standing as one to transform the ways 2. People have a say and stake in the decisions Boroughs in London to all of us. We are all connected, and we all have a we work. that matter stake in Lambeth to make it the best place to live, - We will be a listening and open borough that 3. Making Lambeth A Place We Can All work and visit in the UK. By listening to our communities, understanding their recognises and values our community voices Call Home experiences, and aligning our priorities with theirs, we From our conversations we know people agree with a can build confidence between Lambeth's institutions, 3. We work together in partnership, to harness group of core priorities and ambitions for the future of businesses, community groups and organisations, what makes Lambeth special Lambeth. They are ready to come together and bring and residents, and we can ensure that the changes - We will collaborate with our people and partners this vision to life, and there is also strong support in we make, and the partnerships we form, are all to innovate and implement together the shift towards taking a longer-term view, SO that we contributing to improving the lives of those who live, are ready for the unforeseen challenges of the future. work, learn and visit our borough. 4. We are accessible, transparent and we stand up to challenges - We will focus on what our residents want and be honest about what we can and can't do, whilst being courageous to take bold action"
output_mixed_3_redacted.pdf_ocr_output.csv,11,"26 I Lambeth 2030 Our Future, Our Lambeth Lambeth 2030 Our Future impacting lifelong health - this needs to change now. the forefront of Lambeth's partnerships and strategies; Whilst we have an array of programmes underway as highlighted in the Health and Wellbeing Strategy, to clean up Lambeth's air, the work we do with SO it is a place where all people can experience good our partners and local communities will need to health and wellbeing and where healthy life expectancy go further and act more quickly in order to achieve is improved for those groups within the population our objectives. whose outcomes are the poorest. Healthy active lives Central to our collective approach is ensuring that every Lambeth resident has the best start in life. Through our local partnerships, we will develop safe Good health and wellbeing are fundamental to us and secure places for young people and children leading full and rewarding lives and it is our ambition to socialise and develop their personal skills, that Lambeth is a place where people are able and through supporting positive emotional health and supported to have this. wellbeing including helping our most disadvantaged However, we know across Lambeth the benefits young people with access to sports facilities and training programmes. of good physical, mental and social wellbeing are not being felt by everyone. Healthy life expectancy Alongside our vision that all young people have the unfairly differs in different areas of the borough, with best start is that we enable our residents of all ages the poorest communities and those from Black, to live fulfilling and rewarding lives. Our residents must Asian and Multi-Ethnic backgrounds having the worst have access to high-quality health and leisure services outcomes across a wide range of health measures. and by working with our health partners, businesses and by recognising the value of community groups Through our Lambeth Together Care Partnership, in supporting better health, we will focus on the bringing together the NHS, local authority, the prevention of long-term conditions and support voluntary sector and others, we are focussed on those at risk of physical and/or mental health issues improving health and wellbeing in Lambeth and to access the right early help and resources. This reducing inequalities for people in Lambeth through requires a whole systems approach and a focus to an integrated health and care system. We must continue to work collectively and draw on our shared support our most vulnerable by developing inclusive intelligence about the borough, listen to local people and innovative programmes and sports partnerships across health, leisure and a range of activities. As to understand the needs of their communities and build our understanding of what really works to tackle part of this, we will create environments that promote active travel, physical activity and healthy choices. health inequalities. Lambeth is working together in From increasing spaces for people to connect around partnership, with action already underway, connecting their health, as well as their areas and communities to us together and enabling us to address these challenges and better understand the impact of wider improving the availability and consumption of healthy and affordable food in Lambeth, there are remarkable determinants of health such as housing, the economy, solutions happening across the borough to help employment and the environment on local inequalities, people flourish. with a clear focus on prevention. It is through this continued cross-organisational working and civic involvement that we can put health and wellbeing at"
output_mixed_3_redacted.pdf_ocr_output.csv,12,MCC-H 0053 CST FLIGHT PLAN NOTES 244:00 SIM EXP STATUS (*0001) (01001) DAP LOAD STATUS (11101) (01111) :20 :40 S T 245:00 REST PERIOD D UV/PTC (8 HOURS) N GALACTIC SCAN :20 :40 246:00 MISSION EDITION DATE TIME DAY/REV PAGE APOLLO 17 FINAL (12/6) 10/23/72 244:00 - 246:00 11/TEC 3-357 FLIGHT PLANNING BRANCH
output_mixed_3_redacted.pdf_ocr_output.csv,13,CSM FLIGHT PLAN 129:00 SIM EXP STATUS 129:30 CMDS: (AOS +68 MIN) SIM EXP STATUS (P20) (+0111) (P20) (2.5°08) (01011) (2.5°08) DSE RECORD (+0111) (01011) (11101) (11101) (_1111) (_iii) :10 :40 REST PERIOD REST PERIOD D (8.0 HOURS) (8.0 HOURS) :20 :50 CMDS: (AOS +60 MIN) DSE REWIND REV 22 129:30 130:00 MISSION EDITION DATE PAGE APOLLO 17 FINAL (12/6) 10/23/72 3-159
output_mixed_3_redacted.pdf_ocr_output.csv,14,"Start low and go slow 6 No exertion This chart on your right shows the Borg Scale 7 which helps to measure how short of breath you are. 8 Very light You should aim to be in the 'green', between 9 11 and 13, when undertaking activity. 10 Breathing a bit deeper, but still comfortable You must start at a safe level for you 11 Light Other people may find that they can manage Breathing harder, but still 12 able to hold a conversation to walk for 5 minutes. For example: Walking 5 minutes twice a day on Day 1 13 Somewhat hard Increase this very cautiously when you feel 14 comfortable to do so (have been consistently in Starting to breathe hard and the 'green') 15 Hard uncomfortable Some people will find that marching on the 16 spot for 1 minute may be enough to start with. For example: 17 Very Hard Marching on the spot for 1 minute several times 18 on Day 1 Increase this very cautiously when you feel 19 Extremely hard comfortable to do so (have been consistently in the 'green') 20 Maximal exertion There may be some people who need to be more careful when making exercise harder. For example, you may need to increase your workout time every 3 - 4 days, instead of every day. It is important that you do what is safe for you and if you don't know, speak to a healthcare professional able to help you. Remember: Building up activity levels is not straightforward. Keep going back to what feels right for you and use the Borg scale to help. It can vary from day-to-day. Listen to your body and adjust accordingly. 22 Long Covid Workbook"
output_mixed_3_redacted.pdf_ocr_output.csv,15,"THE BOOK COLLECTOR when theatres could present whatever they chose - but they were still subject to censorship.) The secondary theatres were: Théâtre du Vaudeville, reserved for short plays in couplets or with popular tunes Théâtre des Variétés, for short, ribald rustic plays of low-life and the peasantry Théâtre de la Porte Saint-Martin, for melodrama, light operas, ballets and spectacles Théâtre de la Gaîté, for pantomimes of all sorts (but not ballet), harlequinades and farces. A third category was also authorised, the Petits théâtres, also called Forains, for performing animals, acrobats, puppet shows and the like, which in Paris came to include the Théâtre des Funambules, the Petit Lazari, the Théâtre Acrobate de Madame Saqui, the Cirque Olympique and the peripatetic tents and booths set up in the capital and throughout the countryside. Censorship became a large part of the government's regulation of the theatre and was used to suppress any ideas that might encourage anti-government or dissident views, especially in the theatres that catered to the working class, whose activities were frequently under surveillance by the police. A Gagliani guide to Paris mentions the 'degeneracy' of the 'public taste'. In fact, the theatre was among the most highly censored artforms of the time, (caricature was similarly controlled), with theatre censorship lasting until 1906. 11 Even the co- lour of the paper for posters was regulated (white paper was reserved for the government while specific colours were assigned to the various theatres). Additionally, all posters were required to be uni- form in size, and a new law enacted in 1852 mandated that all theatre posters had to be submitted to the Commission d'examen des ouvrages dramatiques before being sent to the police for final authorisation. 12 10. Galignani's New Paris Guide (1839), p. 455. 11. e.g., Odile Krakovitch (curator at the Archives Nationales de France) discovered that in 1852, French censors examined 682 plays, of which 59 were forbidden, 323 un- derwent modifications and 54 were awaiting consideration, leaving only 246 (36%) authorised plays. See Frederic William John Hemmings, Theatre and State in France, 1760-1905 (1994), p. 220. 12. Brander Matthews The Theatres of Paris (New York, 1880), p. I3. 28"
output_mixed_3_redacted.pdf_ocr_output.csv,16,CSM FLIGHT PLAN 172:00 SIM EXP STATUS (P20) 172:30 SIM EXP STATUS (+0011) (P20) (2.5°DB) (+0011) (01011) (2.5°08) (01011) (11101) (_1111) (11101) (_un) CMDS: (AOS +13 MIN) DSE REWIND :10 :40 CMDS: (AOS +21 MIN) DSE PLAYBACK REST PERIOD (8.5 HOURS) REST PERIOD D (8.5 HOURS) :20 :50 CMDS: (AOS +60 MIN) DSE REWIND CMDS: (AOS +68 MIN) DSE RECORD 172:30 173:00 MISSION EDITION DATE PAGE APOLLO 17 FINAL (12/6) 10/23/72 3-245
output_mixed_3_redacted.pdf_ocr_output.csv,17,"BON DROIT WILLIAM WINDHAM ESQUIRE William Windham's bookplate. Courtesy of The Lewis Walpole Library, Yale University."
output_mixed_3_redacted.pdf_ocr_output.csv,18,"FOCUS ON Once values have been identified, think about how you can try do VALUES activities with these and your symptoms in mind. rather than goals You will also find below a link to videos relating to values and taking life into a meaningful direction. The Choice Point: A Map for a Meaningful Life by Dr. Russ Harris: https://www.youtube.com/watch?v=OV15x8LvwAQ Values vs Goals by Dr. Russ Harris https://www.youtube.com/watch?v=T-IRbuy4XtA 54 Long Covid Workbook"
output_mixed_3_redacted.pdf_ocr_output.csv,19,"Dizziness The word 'dizziness' means different things to different people; some use it to describe feeling lightheaded or off balance, while others use it to describe a feeling that their surroundings are spinning. This can often make people to feel anxious or stressed. Stress can make you breathe quicker and more shallow, which can make you feel dizzy. If you are affected in this way, your symptoms may feel worse and you may need some help to manage this. For more information on stress and anxiety please see previous section of this workbook. It can be common after Covid-19 to have dizziness. This dizziness is often brought on by certain head positions or movements. Our balance system needs time to get used to movement again. Sometimes people get into the habit of avoiding positions and situations that may bring on their dizziness. This can really slow down their recovery and may cause other problems. If your dizziness comes on with a specific movement such as turning your head side-ways, you might start to avoid turning your head, and start using only your eyes to look at something instead. To help with this, slowly start to make the movements that are causing your dizziness. Make sure you do this when you are somewhere that feels safe and comfortable for you. An example of this is described in the box below. Dizziness exercise: Walk somewhere that you feel safe, like your hallway. Look slowly from side to side, turning your head as you walk. Then repeat looking up and down. Make sure it is also your head that moves, not just your eyes. To make this harder - try it in a busier but safe place, such as a supermarket aisle when holding onto the trolley. Then build up to being able to do this outside. Please note these exercises are supposed to work your balance system in different ways. Some of these exercises may make you feel slightly dizzy. Please do not worry if this happens as long as this is manageable for you. This should get better the more/longer you practice. It is important to speak to a healthcare professional about your dizziness, as it could also be caused by other things such as: Ear condition Dehydration Some types of medication Low blood sugar levels Anxiety or stress Postural hypotension (a sudden drop in blood pressure upon standing) Iron deficiency (lack of iron) POTS (see previous section of this workbook, page 55) If you have any hearing loss, constant tinnitus (ringing or other noises in one or both ears), worsening of your symptoms, or a new unusual pattern to them, contact your GP. 58 Long Covid Workbook"
