page,text,left,top,width,height
13,SIM EXP STATUS,293,269,18,136
13,(P20),316,1871,21,46
13,(+0111),317,1168,20,65
13,(P20),309,1001,19,44
13,(2.5°08),337,1842,20,74
13,(01011),339,1168,19,65
13,(2.5°08),329,971,20,73
13,DSE RECORD,320,761,17,100
13,(+0111),313,300,20,64
13,(01011),334,301,19,63
13,(11101),367,1852,20,64
13,(11101),359,981,20,64
13,(_1111),388,1852,21,64
13,(_iii),379,980,21,64
13,:10,696,1851,16,28
13,:40,694,979,15,28
13,REST PERIOD,887,1415,17,109
13,REST PERIOD,881,546,18,110
13,D,912,1808,15,11
13,(8.0 HOURS),906,1416,21,106
13,(8.0 HOURS),901,547,21,105
13,:20,1095,1852,16,29
13,:50,1093,979,16,28
13,CMDS: (AOS +60 MIN),1186,1564,23,188
13,DSE REWIND,1208,1631,17,100
13,REV 22,1279,982,18,59
13,129:30,1493,1852,17,58
13,130:00,1491,981,17,59
13,MISSION,1541,1313,18,93
13,EDITION,1540,1110,19,90
13,DATE,1540,881,17,54
13,PAGE,1539,732,17,60
13,APOLLO 17,1571,1313,17,89
13,FINAL (12/6),1570,1094,21,117
13,10/23/72,1569,868,17,76
13,3-159,1568,736,17,49
14,Start low and go slow,125,107,373,31
14,6,899,127,20,29
14,No exertion,1000,130,149,22
14,This chart on your right shows the Borg Scale,123,177,617,31
14,7,898,189,20,29
14,which helps to measure how short of breath,123,214,596,31
14,you are.,123,258,107,25
14,8,898,252,20,29
14,Very light,1014,253,121,28
14,"You should aim to be in the 'green', between",123,321,603,31
14,9,898,315,20,29
14,"11 and 13, when undertaking activity.",126,358,506,31
14,10,888,377,42,29
14,"Breathing a bit deeper, but",1211,365,270,23
14,still comfortable,1210,394,164,20
14,You must start at a safe level for you,123,428,635,32
14,11,888,439,41,30
14,Light,1045,441,61,28
14,Other people may find that they can manage,124,499,608,32
14,"Breathing harder, but still",1211,490,255,23
14,12,888,503,41,29
14,able to hold a conversation,1210,519,274,20
14,to walk for 5 minutes. For example:,123,536,480,31
14,Walking 5 minutes twice a day on Day 1,171,576,540,31
14,13,888,565,41,29
14,Somewhat hard,975,567,197,24
14,Increase this very cautiously when you feel,171,615,583,31
14,14,888,627,42,30
14,comfortable to do so (have been consistently in,172,652,640,32
14,Starting to breathe hard and,1210,677,284,23
14,the 'green'),171,689,154,31
14,15,888,692,40,29
14,Hard,1044,694,63,23
14,uncomfortable,1210,710,149,20
14,Some people will find that marching on the,124,755,592,32
14,16,888,755,41,30
14,spot for 1 minute may be enough to start,124,791,561,32
14,with. For example:,124,828,260,31
14,17,888,818,41,29
14,Very Hard,1012,820,125,28
14,Marching on the spot for 1 minute several times,173,868,648,32
14,18,888,880,41,29
14,on Day 1,172,906,118,29
14,Increase this very cautiously when you feel,171,945,582,32
14,19,888,943,41,30
14,Extremely hard,1210,947,153,22
14,comfortable to do so (have been consistently in,172,982,640,31
14,the 'green'),171,1019,153,32
14,20,887,1006,43,30
14,Maximal exertion,965,1008,220,22
14,There may be some people who need to be more,123,1077,668,31
14,"careful when making exercise harder. For example, you may need to increase your workout time every 3 -",124,1114,1416,32
14,"4 days, instead of every day. It is important that you do what is safe for you and if you don't know,",124,1150,1335,32
14,speak to a healthcare professional able to help you.,124,1187,695,32
14,Remember:,169,1315,224,32
14,Building up activity levels is not straightforward.,224,1383,820,40
14,Keep going back to what feels right for you and use the Borg scale to help.,224,1451,1285,40
14,It can vary from day-to-day.,223,1518,483,40
14,Listen to your body and adjust accordingly.,224,1585,735,41
14,22 Long Covid Workbook,118,2228,334,29
15,THE BOOK COLLECTOR,408,120,282,15
15,when theatres could present whatever they chose - but they were,151,173,799,33
15,still subject to censorship.),151,210,310,31
15,The secondary theatres were:,177,248,349,31
15,"Théâtre du Vaudeville, reserved for short plays in couplets or with",173,284,776,33
15,popular tunes,150,323,162,32
15,"Théâtre des Variétés, for short, ribald rustic plays of low-life and",174,360,775,32
15,the peasantry,151,398,158,32
15,"Théâtre de la Porte Saint-Martin, for melodrama, light operas,",174,434,774,33
15,ballets and spectacles,150,473,246,32
15,"Théâtre de la Gaîté, for pantomimes of all sorts (but not ballet),",173,510,774,32
15,harlequinades and farces.,150,548,294,32
15,"A third category was also authorised, the Petits théâtres, also called",179,585,770,32
15,"Forains, for performing animals, acrobats, puppet shows and the",151,623,798,32
15,"like, which in Paris came to include the Théâtre des Funambules, the",150,659,799,28
15,"Petit Lazari, the Théâtre Acrobate de Madame Saqui, the Cirque",151,698,798,32
15,Olympique and the peripatetic tents and booths set up in the capital,151,735,798,32
15,and throughout the countryside.,150,773,386,32
15,Censorship became a large part of the government's regulation of,179,809,776,33
15,the theatre and was used to suppress any ideas that might encourage,151,848,798,32
15,"anti-government or dissident views, especially in the theatres that",151,884,798,32
15,"catered to the working class, whose activities were frequently under",151,922,798,33
15,surveillance by the police. A Gagliani guide to Paris mentions the,151,959,798,33
15,"'degeneracy' of the 'public taste'. In fact, the theatre was among the",152,998,797,32
15,"most highly censored artforms of the time, (caricature was similarly",151,1035,798,32
15,"controlled), with theatre censorship lasting until 1906. 11 Even the co-",151,1071,797,34
15,lour of the paper for posters was regulated (white paper was reserved,150,1110,798,32
15,for the government while specific colours were assigned to the,151,1148,799,32
15,"various theatres). Additionally, all posters were required to be uni-",151,1184,798,33
15,"form in size, and a new law enacted in 1852 mandated that all theatre",151,1223,799,29
15,posters had to be submitted to the Commission d'examen des ouvrages,151,1260,800,32
15,dramatiques before being sent to the police for final authorisation. 12,151,1296,773,34
15,"10. Galignani's New Paris Guide (1839), p. 455.",151,1356,423,25
15,"11. e.g., Odile Krakovitch (curator at the Archives Nationales de France) discovered",151,1384,798,26
15,"that in 1852, French censors examined 682 plays, of which 59 were forbidden, 323 un-",151,1413,798,26
15,"derwent modifications and 54 were awaiting consideration, leaving only 246 (36%)",151,1443,797,25
15,"authorised plays. See Frederic William John Hemmings, Theatre and State in France,",150,1472,797,26
15,"1760-1905 (1994), p. 220.",152,1501,222,25
15,"12. Brander Matthews The Theatres of Paris (New York, 1880), p. I3.",151,1530,638,26
15,28,537,1603,25,19
16,CSM FLIGHT PLAN,202,926,33,313
16,172:00,272,1885,17,61
16,SIM EXP STATUS,271,1162,18,141
16,(P20),290,1909,19,46
16,172:30,276,993,17,60
16,SIM EXP STATUS,272,269,18,139
16,(+0011),291,1194,19,66
16,(P20),292,1017,20,46
16,(2.5°DB),310,1880,20,76
16,(+0011),293,301,19,66
16,(01011),312,1194,20,66
16,(2.5°08),313,986,20,77
16,(01011),313,301,20,66
16,(11101),341,1890,21,66
16,(_1111),361,1888,21,67
16,(11101),344,996,20,67
16,(_un),364,996,22,66
16,CMDS: (AOS +13 MIN),392,1596,22,191
16,DSE REWIND,414,1666,17,102
16,:10,678,1888,17,29
16,:40,684,994,15,29
16,CMDS: (AOS +21 MIN),718,1599,22,190
16,DSE PLAYBACK,741,1647,17,122
16,REST PERIOD,864,1447,17,111
16,(8.5 HOURS),883,1449,20,106
16,REST PERIOD,875,549,17,111
16,D,906,952,16,12
16,(8.5 HOURS),895,551,20,107
16,:20,1088,1891,16,29
16,:50,1091,996,16,29
16,CMDS: (AOS +60 MIN),1090,701,22,191
16,DSE REWIND,1112,771,16,101
16,CMDS: (AOS +68 MIN),1417,701,21,191
16,DSE RECORD,1439,771,16,101
16,172:30,1494,1892,16,60
16,173:00,1498,997,17,61
16,MISSION,1553,1345,18,95
16,EDITION,1554,1136,18,90
16,DATE,1555,903,16,54
16,PAGE,1555,750,17,61
16,APOLLO 17,1587,1342,16,91
16,FINAL (12/6),1585,1128,21,119
16,10/23/72,1583,889,18,80
16,3-245,1585,753,16,49
17,BON DROIT,468,737,161,26
17,WILLIAM WINDHAM,425,800,227,22
17,ESQUIRE,485,826,106,28
17,William Windham's bookplate.,401,1497,297,25
17,"Courtesy of The Lewis Walpole Library, Yale University.",278,1528,542,25
18,FOCUS ON,1058,105,406,47
18,"Once values have been identified, think about how you can try do",104,201,894,32
18,VALUES,1094,183,301,47
18,activities with these and your symptoms in mind.,105,238,650,31
18,rather than goals,1057,265,400,37
18,You will also find below a link to videos relating to values and taking life into a,304,472,1059,31
18,meaningful direction.,688,514,293,32
18,The Choice Point: A Map for a Meaningful Life by Dr. Russ Harris:,396,572,874,31
18,https://www.youtube.com/watch?v=OV15x8LvwAQ,497,615,685,31
18,Values vs Goals by Dr. Russ Harris,602,673,464,31
18,https://www.youtube.com/watch?v=T-IRbuy4XtA,499,730,670,32
18,54 Long Covid Workbook,118,2228,334,30
19,Dizziness,725,126,204,35
19,The word 'dizziness' means different things to different people; some use it to describe feeling,116,215,1272,32
19,"lightheaded or off balance, while others use it to describe a feeling that their surroundings are spinning.",117,253,1404,33
19,This can often make people to feel anxious or stressed. Stress can make you breathe quicker and more,116,314,1385,31
19,"shallow, which can make you feel dizzy. If you are affected in this way, your symptoms may feel worse",117,351,1385,32
19,and you may need some help to manage this.,117,388,629,32
19,For more information on stress and anxiety please see previous section of this workbook.,118,448,1195,32
19,It can be common after Covid-19 to have dizziness. This dizziness is often brought on by certain,173,527,1297,31
19,head positions or movements. Our balance system needs time to get used to movement again.,179,567,1281,33
19,Sometimes people get into the habit of avoiding positions and situations that may bring on,117,636,1326,32
19,their dizziness. This can really slow down their recovery and may cause other problems. If your,116,673,1378,32
19,"dizziness comes on with a specific movement such as turning your head side-ways, you might",117,711,1377,32
19,"start to avoid turning your head, and start using only your eyes to look at something instead.",117,748,1334,32
19,"To help with this, slowly start to make the movements that are causing your dizziness. Make sure",115,808,1398,32
19,you do this when you are somewhere that feels safe and comfortable for you. An example of this,117,846,1397,32
19,is described in the box below.,117,883,436,26
19,Dizziness exercise:,143,959,290,25
19,"Walk somewhere that you feel safe, like your hallway. Look slowly from side to side, turning your",141,1021,1314,32
19,"head as you walk. Then repeat looking up and down. Make sure it is also your head that moves, not",142,1064,1353,32
19,just your eyes.,139,1107,195,31
19,"To make this harder - try it in a busier but safe place, such as a supermarket aisle when holding",140,1182,1288,31
19,onto the trolley. Then build up to being able to do this outside.,141,1224,832,32
19,Please note these exercises are supposed to work your balance system in different ways. Some of,142,1300,1322,31
19,these exercises may make you feel slightly dizzy. Please do not worry if this happens as long as this,141,1342,1333,32
19,is manageable for you. This should get better the more/longer you practice.,141,1385,1008,32
19,"It is important to speak to a healthcare professional about your dizziness, as it could",117,1462,1351,32
19,also be caused by other things such as:,117,1499,644,32
19,Ear condition,173,1554,175,24
19,Dehydration,173,1607,170,31
19,Some types of medication,172,1661,349,31
19,Low blood sugar levels,173,1713,307,31
19,Anxiety or stress,171,1768,220,29
19,Postural hypotension (a sudden drop in blood pressure upon standing),173,1819,960,34
19,Iron deficiency (lack of iron),172,1875,376,31
19,"POTS (see previous section of this workbook, page 55)",173,1927,736,32
19,"If you have any hearing loss, constant tinnitus (ringing or other noises in one or both ears),",234,2030,1227,32
19,"worsening of your symptoms, or a new unusual pattern to them, contact your GP.",278,2072,1105,31
19,58 Long Covid Workbook,118,2228,334,29
20,"38 I Lambeth 2030 Our Future, Our Lambeth",78,74,455,26
20,Our Lambeth,159,274,961,124
20,2030 Outcomes,157,428,1154,123
20,Our ambitions are bold - it is going to take everyone in,157,695,1282,58
20,"the borough to play their part in delivering for Lambeth,",155,755,1296,59
20,ensuring that we are all accountable and committed to a,157,816,1330,59
20,better future for everyone.,158,880,606,54
20,Our Lambeth Outcomes have been,157,975,625,33
20,Our 2030 Ambition: Making Lambeth One of the,849,971,610,30
20,Safest Boroughs in London,850,1006,348,28
20,shaped to unite us in that effort.,156,1020,570,40
20,LOWER,2101,886,306,201
20,"By 2030, Lambeth will be a safer borough for",881,1072,539,31
20,A Borough of Equity and Justice,156,1101,414,29
20,"everyone, with a significant reduction in serious",881,1105,560,29
20,violence against young people.,880,1140,367,28
20,"By 2030, Lambeth will have lower levels of",188,1167,506,30
20,MARSH,2093,1091,355,137
20,"deprivation, with fewer children growing up",188,1201,510,28
20,"By 2030, Lambeth will be safer for women and",881,1188,557,30
20,in poverty.,188,1236,120,26
20,"girls, and all residents experiencing gender-based",881,1221,589,31
20,violence will be able to access support.,880,1255,467,27
20,"By 2030, Lambeth will tackle the structural",188,1284,507,29
20,"inequalities adversely impacting Black, Asian and",188,1316,582,30
20,"By 2030, Lambeth will be a borough of prevention,",881,1303,602,30
20,Multi-Ethnic residents by being a borough of anti-,187,1349,588,30
20,tackling the root causes of violence to protect,881,1337,543,30
20,our communities.,881,1371,205,22
20,racism.,187,1385,85,22
20,"By 2030, Lambeth will be a borough of progress,",188,1432,582,30
20,working with LGBTQ+ communities and disabled,187,1465,586,30
20,Our 2030 Ambition: Making Lambeth A Place We,849,1465,623,30
20,residents to tackle the biggest challenges,187,1498,493,29
20,Can All Call Home,850,1501,231,23
20,they face.,187,1533,115,27
20,"By 2030, Lambeth will be a borough of opportunity,",881,1566,611,30
20,with local people benefitting from jobs in our future,880,1600,601,29
20,Our 2030 Ambition: Making Lambeth,156,1629,468,28
20,growth industries.,880,1634,211,28
20,Neighbourhoods Fit for the Future,157,1662,434,28
20,"By 2030, Lambeth will increase the supply of",881,1682,535,30
20,"By 2030, Lambeth will be a Net Zero Borough.",188,1728,554,30
20,genuinely affordable housing and the quality of,881,1716,554,30
20,existing homes for residents who need them.,881,1749,533,29
20,"By 2030, Lambeth residents will experience good",188,1777,588,30
20,"health and wellbeing, with an improved healthy life",188,1810,595,30
20,"By 2030, Lambeth will be a borough of sanctuary",881,1798,587,30
20,expectancy for those with the poorest outcomes.,188,1845,584,29
20,"and an Age and Child Friendly borough, the best",881,1831,579,29
20,place to grow up and age well.,881,1866,365,29
20,"By 2030, Lambeth will be a sustainable and healthy",188,1893,613,30
20,"borough, with more accessible and active travel",188,1926,567,29
20,options for everyone.,188,1961,249,27
21,If you can't think of a way to deal with your worry or you are worrying about something that is not a,117,110,1326,33
21,"problem just now, you can do the following:",117,147,602,33
21,- Write the worry on paper and try asking yourself questions like 'Is it possible that my worry may not,116,197,1371,32
21,"become true?', 'What else could happen? (a positive one maybe?)', 'How could I cope if the worry did",134,234,1351,32
21,"become true?', 'What would I say to a friend going through the same thing?'. You can also talk about these",134,271,1419,32
21,questions with your love one's.,133,309,406,31
21,- You can use meditation techniques on page 52 to help you with letting go and accepting your thoughts.,116,358,1398,33
21,PROBLEM SOLVING,118,433,378,30
21,"Before starting, it is important to think if you are able to solve your worry. Ask yourself the following",125,476,1354,32
21,questions:,124,515,136,29
21,Is this an actual problem?,224,553,348,30
21,Is this problem happening right now?,224,598,504,31
21,Do I have any control over this problem?,225,643,551,33
21,"If your answers are yes, then problem-solving can be a helpful.",124,686,860,32
21,Here are some examples of problems to solve and the ones you will struggle to solve:,125,756,1154,32
21,SOLVABLE WORRIES - things I can,144,825,543,32
21,UNSOLVABLE WORRIES - things I can't do,801,825,662,32
21,change,145,863,110,31
21,anything about,801,867,245,31
21,I am unable to drive to my appointment.,144,920,548,31
21,What if my illness gets worse?,800,924,403,31
21,I had a fight with my husband/wife/partner.,144,977,593,32
21,What if I can't return to work in a years' time?,800,982,618,31
21,I can't afford to pay my rent this month.,144,1034,536,31
21,What if my landlord increases my rent?,800,1039,525,32
21,How do I do it? Let's look at each step in more detail. An example will be used throughout this exercise.,85,1141,1402,32
21,1,158,1349,19,40
21,State the problem,291,1328,410,50
21,2,154,1465,29,38
21,Think of possible actions,289,1439,572,51
21,Select the 3 best solutions,291,1554,608,41
21,3,155,1581,27,39
21,4,154,1691,30,42
21,Compare and contrast,291,1671,517,50
21,5,155,1806,29,42
21,Create action plan for best solution,290,1784,806,51
21,6,156,1921,27,38
21,Action plan,289,1897,258,50
21,Think back,288,2010,256,41
21,7,155,2037,27,37
21,Long Covid Workbook 45,1218,2229,324,29
22,You may also find the sleep diary below useful to track your sleep and see,116,125,1397,41
22,how good it has been.,118,177,423,39
22,DAILY SLEEP DIARY,119,273,347,27
22,Complete the diary each morning (Day 1 will be your first morning). Don't worry too,117,317,1414,33
22,"much about giving exact answers, an estimate will do.",118,354,910,32
22,Questions,124,441,140,30
22,Day 1,560,441,74,30
22,Day 2,688,441,75,30
22,Day 3,810,441,75,30
22,Day 4,943,442,76,30
22,Day 5,1074,442,74,30
22,Day 6,1202,441,75,30
22,Day 7,1332,441,75,30
22,Day 8,1461,441,75,30
22,1. At what time did you,139,505,335,31
22,go to bed last night?,182,543,278,31
22,2. After settling down,137,614,300,31
22,how long did it take,183,649,269,31
22,you to fall asleep?,182,686,241,31
22,"3. After falling asleep,",138,760,302,31
22,about how many times,182,798,310,30
22,did you wake up during,182,834,323,32
22,the night?,182,872,140,31
22,4. After falling asleep how,137,951,360,31
22,long were you awake,183,989,287,31
22,during the night in total?,183,1025,339,32
22,5. At what time did you,138,1100,336,31
22,finally wake up?,182,1136,214,31
22,6. At what time did you,138,1205,340,33
22,get up?,182,1244,104,31
22,7. How long did you,138,1313,290,31
22,spend in bed last night,182,1351,310,31
22,(from first getting to,182,1386,276,32
22,finally getting up)?,182,1423,259,32
22,8. How would you rate the,138,1503,383,31
22,quality of your sleep last,182,1540,333,32
22,night?,183,1578,85,31
22,1,108,1615,13,23
22,2,206,1615,16,24
22,3,306,1614,16,25
22,4,406,1615,17,23
22,5,507,1615,16,24
22,V. Poor,105,1651,93,25
22,V.Good,422,1651,102,25
22,Loughborough,1359,1778,110,17
22,Sleep Research Centre,1344,1793,207,22
22,Long Covid Workbook 63,1218,2229,323,28
23,"32 Lambeth 2030 Our Future, Our Lambeth",76,74,457,22
23,"Lambeth 2030 Our Future, Our Lambeth",2772,74,408,22
23,33,3199,75,27,19
23,Our,157,242,148,68
23,2030,152,333,636,224
23,3 - Making Lambeth A Place,850,333,1832,133
23,We Can All Call Home,847,483,1437,110
23,ambition,157,581,342,67
23,"By 2030, Lambeth will be a lifelong borough, with the best",1812,742,1247,51
23,"conditions to grow up and age well, where everyone can",1810,804,1210,50
23,"contribute to an inclusive economy, and have a place to",1809,865,1193,50
23,call home.,1810,928,215,38
23,"Lambeth - forever radical, always welcoming and",1810,1039,587,29
23,"thrive. To deliver this, we are committed to becoming",2502,1039,630,29
23,constantly creative. This is the reputation we have,1810,1072,592,28
23,an accredited UNICEF Child Friendly borough a,2502,1072,586,29
23,built together throughout our history and is the,1811,1106,552,28
23,place where children's rights and voices are at the,2503,1107,594,28
23,foundation of our ambition to make Lambeth the,1809,1139,578,24
23,heart of everything we do and have worked with over,2502,1139,633,28
23,best place for children and young people to develop,1810,1172,619,29
23,"1,500 children and young people and community",2505,1172,585,29
23,and for older people to enjoy their later years. It,1809,1207,562,28
23,groups across the borough to listen to their priorities,2502,1207,622,28
23,is also the spirit that will enable us to ensure that,1809,1239,577,27
23,and concerns.,2503,1240,169,22
23,"for life in between, everyone is able to access the",1809,1272,586,28
23,"many opportunities that exist in Lambeth, as well as",1810,1307,617,27
23,We will take a rights-based approach underpinned,2501,1306,601,28
23,"fundamental basic rights - good quality education,",1810,1339,600,29
23,"by equity and inclusion, making sure that all children",2502,1339,618,28
23,"employment, housing, and access to healthcare.",1811,1373,577,28
23,"and young people, regardless of their background,",2502,1372,602,28
23,"culture, ability or anything else, feel welcome in",2503,1407,557,28
23,"Across the borough, we have distinct places with",1809,1439,586,28
23,"Lambeth, have the right opportunities to grow,",2503,1439,550,28
23,"their own unique identities, communities, and assets.",1809,1472,630,27
23,"learn, explore and have fun, and are protected from",2502,1472,613,28
23,SANCTUARY,892,1514,509,57
23,We are home to world class institutions and cultural,1808,1506,615,24
23,discrimination and harm. This includes addressing the,2503,1506,640,29
23,"clusters, with historic venues and green spaces",1810,1539,564,28
23,needs of all children and young people with special,2503,1539,607,29
23,adding to the Lambeth offer. We have thriving,1809,1572,541,28
23,educational needs and/or disabilities. By continuing,2504,1572,609,29
23,"businesses and great potential for future growth, and",1810,1606,629,28
23,"to invest in local specialist provision, we aim to offer",2502,1606,615,28
23,a vibrant community sector with local expertise. Yet,1809,1639,612,28
23,"a mixed economy of inclusive mainstream schools,",2503,1639,604,28
23,we know there is more to do to ensure that everyone,1809,1672,630,28
23,"specialist resource bases, special schools and",2503,1672,550,28
23,can benefit from the strengths Lambeth has to offer in,1810,1706,640,29
23,specialist colleges within Lambeth. This will support,2502,1706,613,28
23,order to build and sustain the best life possible.,1810,1739,560,28
23,"us to ensure that, as far as possible, all our children",2502,1739,611,27
23,and young people can be educated within their,2502,1772,562,28
23,Making Lambeth the best,1812,1812,605,48
23,local community. We will also continue work with all,2502,1806,611,28
23,partners working together in the Lambeth local area,2503,1839,616,28
23,place to grow up,1811,1868,397,48
23,to make sure our schools and neighbourhoods are,2501,1872,604,28
23,fully inclusive and supportive for children with SEND,2502,1906,614,28
23,We are committed to making Lambeth the best,1808,1950,565,28
23,and their families. Alongside this is our continued,2503,1939,580,28
23,place to grow up and Lambeth being the place,1810,1983,557,28
23,"drive to further improve educational settings, options",2503,1972,625,28
23,where families want to send their children to school.,1809,2017,616,24
23,and standards so that all children and young people,2503,2006,618,29
23,This recognises that the best start in life is crucial to,1809,2050,615,27
23,benefit from high quality and inclusive access,2503,2039,537,29
23,"support lifelong prosperity, allowing each individual to",1810,2083,632,28
23,to education.,2502,2073,156,22
24,LM FLIGHT PLAN,115,855,43,397
24,MCC-H,168,1791,26,99
24,1653 CST,157,1556,26,121
24,CDR,172,1161,26,61
24,LMP,175,691,25,59
24,NOTES,176,276,26,103
24,116:00,206,1559,25,90
24,PLSS DONNING (CONT),224,1102,30,285
24,CSM REV 15,310,304,24,151
24,PLSS COMM CHECK,349,1158,25,230
24,:10,392,1559,24,42
24,CONFIGURE COMM FOR EVA,381,1051,25,338
24,RECORDER - ON,412,1190,25,197
24,-0:30,404,379,24,75
24,REPORT: PLSS 02 2 QUANTITY,442,1022,40,366
24,OPS CONNECT,503,1222,24,167
24,:20,576,1559,24,42
24,HELMET GLOVE DONNING,628,1082,25,309
24,-0:15,681,379,24,74
24,S,714,1478,24,14
24,T,745,1479,23,14
24,116:30,762,1561,24,89
24,D,777,1479,22,15
24,N,808,1480,23,14
24,PRESSURE INTEGRITY CHECK,845,1022,25,368
24,GO/NO-GO FOR CABIN,871,1713,27,276
24,DEPRESS,902,1852,24,105
24,:40,947,1560,24,41
24,CABIN DEPRESS,938,1195,24,196
24,START WATCHES @ 3.5 PSIA,969,1022,26,369
24,00:00/START EVA-1,959,203,27,254
24,FINAL PREP FOR EVA,1031,1115,25,275
24,OPEN FWD HATCH,1093,1178,24,213
24,:50,1132,1561,25,41
24,EGRESS,1155,1301,23,90
24,ASSIST CDR,1158,763,24,154
24,+0:10,1146,380,24,76
24,DEPLOY MESA,1186,1223,24,170
24,SURFACE FAMILIARIZATION,1218,1039,25,353
24,RECORDER - OFF,1251,704,24,213
24,"EGRESS, CLOSE HATCH",1282,627,27,290
24,117:00,1317,1560,24,89
24,SURFACE FAMILIARIZATION,1314,565,25,351
24,+0:20,1333,382,23,75
24,MISSION,1357,1606,26,132
24,EDITION,1359,1374,25,124
24,DATE,1360,1106,25,78
24,TIME,1361,768,25,70
24,DAY/REV,1363,415,27,138
24,PAGE,1364,247,25,84
24,APOLLO 17,1396,1607,24,136
24,FINAL (12/6),1396,1346,30,180
24,10/23/72,1401,1087,26,120
24,116:00 - 117:00,1403,693,25,228
24,6/14-15,1405,442,27,107
24,3-132,1404,238,23,74
24,FLIGHT PLANNING BRANCH,1439,821,27,426
25,FLIGHT PLAN,101,964,50,320
25,MCC-H,150,1821,27,103
25,2253 CST,140,1613,27,124
25,290:00,186,1598,25,92
25,NOTES,160,247,30,109
25,SIM EXP STATUS,215,271,31,216
25,(*0001),246,352,34,102
25,(00001),279,352,32,102
25,:20,374,1599,25,41
25,DAP LOAD STATUS,341,257,32,233
25,(11101) (01111),371,274,37,211
25,:40,561,1600,26,43
25,S,704,1531,24,15
25,T,734,1531,24,16
25,291:00,750,1601,26,92
25,REST PERIOD,743,930,28,171
25,D,766,1530,23,16
25,UV/PTC,748,573,28,92
25,N,799,1530,23,16
25,(8 HOURS),773,949,34,133
25,GALACTIC SCAN,778,540,29,202
25,:20,939,1602,25,41
25,:40,1128,1602,25,42
25,292:00,1315,1604,25,92
25,MISSION,1363,1658,27,135
25,EDITION,1363,1425,28,127
25,DATE,1364,1148,26,79
25,TIME,1366,806,26,72
25,DAY/REV,1367,441,29,139
25,PAGE,1371,274,27,88
25,APOLLO 17,1406,1655,27,140
25,FINAL (12/6),1407,1408,37,183
25,10/23/72,1407,1126,28,125
25,290:00 - 292:00,1411,735,30,234
25,13/TEC,1417,468,29,92
25,3-398,1412,285,25,76
25,FLIGHT PLANNING BRANCH,1444,811,35,437
26,"22 Lambeth 2030 Our Future, Our Lambeth",76,74,457,23
26,"Lambeth 2030 Our Future, Our Lambeth",2771,74,408,22
26,23,3199,74,27,20
26,Our,156,241,148,69
26,2030,163,336,619,222
26,1 - Making Lambeth,858,334,1235,135
26,Neighbourhoods Fit for the Future,856,481,2145,143
26,ambition,159,580,339,69
26,"By 2030, Lambeth will be a clean, vibrant and climate resilient",1811,741,1321,54
26,"borough where people can lead healthier, happier lives.",1810,802,1174,53
26,The on-going and lasting impacts of the climate,1808,916,569,31
26,learning from this was key to the development of,2502,916,574,32
26,"emergency, the cost-of-living crisis and the covid-19",1810,949,622,31
26,"Lambeth's first climate partnership, overseeing the",2502,949,591,30
26,pandemic mean that we must radically change the,1809,983,602,30
26,implementation of the Lambeth Climate Action Plan.,2501,982,640,31
26,way we think and act in Lambeth. From continued,1808,1017,598,30
26,These are momentous actions that will help guide us,2501,1017,620,29
26,lobbying for environmental and fairer legislative,1808,1050,555,30
26,to achieving our collective goal of a more sustainable,2501,1049,620,30
26,"changes and investment at national level, to",1810,1082,521,30
26,and just future - ensuring that everything we do will,2502,1082,602,30
26,"adapting the way we travel, design buildings and",1809,1116,580,31
26,"make Lambeth a more sustainable, climate resilient",2503,1116,601,27
26,"public spaces, and make local, healthy and more",1810,1150,584,30
26,borough for everyone.,2502,1150,258,29
26,"sustainable choices, we all have a role to play in",1810,1182,569,29
26,"improving the health, wellbeing and environment of",1809,1216,607,31
26,"Backed by our residents to act now, we are",2503,1217,512,29
26,others in Lambeth now and for future generations.,1809,1250,596,29
26,committing to tackling the climate and ecological,2502,1249,575,31
26,NET-ZERO,728,1271,183,68
26,emergency together. We will reduce greenhouse gas,2502,1283,617,30
26,The people of Lambeth are proud of their local,1808,1316,541,31
26,emissions from all sources we control or influence,2502,1316,583,26
26,2030,715,1319,185,93
26,area and have already taken steps to tackle climate,1809,1349,597,30
26,and build our resilience to the impacts of climate,2502,1349,569,29
26,"change, but there is a desire and urgency within our",1809,1382,605,31
26,change through sustainable development and,2502,1383,539,30
26,"communities for further decisive, collaborative action.",1809,1417,616,27
26,technologies. This will require a range of interventions,2501,1416,626,31
26,"Residents share that their health, carbon footprint",1809,1449,577,29
26,"and adaptations including improving flood prevention,",2502,1449,628,30
26,"and their streets matter to them, and they want to",1809,1483,580,28
26,"more tree cover, sustainable urban drainage solutions",2502,1483,628,29
26,WELLBEING,893,1510,520,61
26,"commit to improving our shared environment, ensuring",1809,1515,636,32
26,and efficiency of water use. Based on the Citizens',2502,1516,593,31
26,"that everyone knows how they can contribute,",1809,1550,538,30
26,Assembly recommendations we also know the need,2501,1549,617,31
26,however small.,1810,1583,172,24
26,to retrofit at scale to significantly improve energy,2501,1583,566,29
26,efficiency of our buildings and focus on decarbonising,2502,1616,631,30
26,Climate resilience,1810,1656,423,40
26,"our transport network to lower emissions, and we will",2502,1649,627,30
26,continue to lobby the government tirelessly for funding,2502,1682,637,30
26,for a national retrofit programme.,2501,1717,386,29
26,"We face a global climate emergency, and we know",1808,1738,599,31
26,that inaction or insufficient responses will have,1809,1771,542,29
