page,text,left,top,width,height
12,EDITION,1517,1407,25,124
12,DATE,1518,1137,24,76
12,TIME,1518,803,24,69
12,DAY/REV,1518,445,25,137
12,PAGE,1520,282,25,85
12,APOLLO 17,1559,1632,25,134
12,FINAL (12/6),1557,1380,29,176
12,10/23/72,1561,1113,26,121
12,27:00 - 29:00,1561,733,24,197
12,2/TLC,1560,472,25,75
12,3-27,1560,299,25,58
13,EARTH ALTERNATE,110,1493,26,231
13,FLIGHT PLAN,92,914,47,364
13,1253 CST,160,1882,25,122
13,40:00,209,1929,24,77
13,T,214,1429,48,31
13,44:00,213,946,25,76
13,I,234,855,32,32
13,EAT,271,1415,23,46
13,REV 25,345,1930,24,94
13,I,385,855,37,31
13,I,443,1838,62,33
13,41:00,492,1931,24,77
13,45:00,496,948,24,77
13,REV 28,615,951,24,93
13,I,661,1840,36,33
13,42:00,777,1933,24,78
13,LASER ALT,766,1144,25,139
13,46:00,781,949,24,77
13,REST,771,431,24,62
13,LASER ALT,768,148,25,139
13,ENGR TEST,798,1145,24,137
13,8 HR,803,432,24,61
13,ENGR TEST,800,149,24,137
13,REV 26,869,1949,25,91
13,I,881,854,42,36
13,REST,922,1418,24,62
13,8 HR,955,1418,23,62
13,43:00,1061,1934,24,77
13,47:00,1066,949,24,78
13,REV 29,1150,963,24,91
13,REV 27,1280,1939,24,93
13,44:00,1341,1934,24,78
13,48:00,1341,951,23,77
13,I,1323,855,35,33
13,MISSION,1406,1724,25,147
13,EDITION,1406,1494,26,137
13,DATE,1406,1212,25,86
13,TIME,1405,863,26,81
13,DAY/REV,1404,506,28,165
13,PAGE,1406,344,25,90
13,APOLLO 17,1459,1717,25,139
13,FINAL (12/6),1456,1471,31,182
13,10/23/72,1458,1194,28,123
13,40:00 - 48:00,1461,825,25,201
13,2/25-29,1462,525,27,110
13,6-8,1461,373,22,44
13,FLIGHT PLANNING BRANCH,1504,871,26,406
14,THE BOOK COLLECTOR,409,120,282,15
14,"qualifications. First up, on 22 November, was The John Golden Library",151,189,792,30
14,Book Illustration in the Age of Scientific Discovery. Just six of the fifty,151,224,798,31
14,"lots offered were unsold, although most of the books were hammered",150,261,799,30
14,below estimate. Judging from the impressive provenances recorded in,151,297,799,30
14,"the online catalogue, Golden seems to have acquired most of his collec-",151,334,798,30
14,tion during the frothy period when the trade and London houses were,151,370,799,30
14,goading Sh. Saud into pushing natural history into the stratosphere. Five,151,406,798,30
14,"works reached six figures (all prices are given, according to The Book",151,442,799,31
14,"Collector's policy, without buyer's premium) : a fine set, with the usually",152,478,797,30
14,"lacking text, of Audubon's Viviparous Quadrupeds of North America at",151,514,799,30
14,"$230,000; the Doheny copy of Thornton's Temple of Flora at $120,000;",151,551,797,30
14,"Harmonia Macrocosmica by Cellarius at $110,000; a very nice second",151,586,798,29
14,"edition of Catesby's Natural History of Carolina &c. at just $100,000,",151,622,796,30
14,"the same price it achieved when last in the rooms in the Pflaumer sale,",151,658,797,30
14,"1997, and well below the pre-sale estimate of $180,000-$250,000; and,",153,695,795,31
14,"inexplicably, $110,000 for an unpleasant copy of the Wied-Neuwied/",151,731,798,31
14,"Bodmer Reise in das innere Nord-America, commendably described by",150,767,798,31
14,Sotheby's as 'a later compiled set'.,151,803,375,30
14,The next sale on Sotheby's schedule closed on 9 December. Marketed,174,839,775,30
14,as the 'Age of Wonder' this online auction presented a group of diverse,150,875,799,30
14,"properties, evidently from a number of different consignors, under a the-",151,911,798,30
14,matic umbrella seemingly intended to mimic the aura of a single-owner,151,947,798,30
14,"sale. While only half of the forty-four lots offered were sold, one of those",150,983,800,30
14,was a heavily promoted holograph leaf by Charles Darwin summarising,151,1019,798,30
14,"his theory of natural selection that made $700,000, about half the total of",151,1056,803,30
14,the sale and an auction record for the naturalist. It is worth noting that,151,1092,799,30
14,"two days before the closing of Age of Wonder, Christie's New York",151,1128,798,30
14,closed an online sale of Fine Books and Manuscripts. The Christie's sale,151,1164,798,30
14,offered 200 more lots than Age of Wonder and sold 166 more lots than,151,1200,799,30
14,"the Sotheby's auction, but achieved a total hammer price of only about",151,1236,799,30
14,"$100,000 more-call it an extra $600 for every additional lot sold. Which",151,1272,798,30
14,was the more successful sale? Or are they like unhappy families: each,151,1308,798,30
14,successful (or unsuccessful) in its own way?,150,1344,477,30
14,A week later came Sotheby's online auction of Fine Books and,175,1380,774,30
14,"Manuscripts, I9I lots with a sell-through rate of 70%, which contributed",152,1417,797,30
14,"some $2,342,000 to its three-sale total of more than $5,536,000. The sale",150,1453,799,27
14,"was buoyed by a decade of colour-plate works, chiefly by John Gould,",151,1489,797,30
14,from the Carnegie Museum of Natural History. Mostly offered as guar-,150,1525,798,30
14,160,532,1602,37,18
15,Lambeth,128,131,343,70
15,2036,131,229,603,223
15,"OUR FUTURE, OUR LAMBETH",130,470,443,34
15,CONNECTIVITY,932,657,384,43
15,SOUTHBANK,463,698,125,18
15,CENTRE,486,717,80,17
15,R1TZY,1082,942,87,31
15,DIVERSITY,924,1407,518,74
15,Lambeth,1174,2189,313,68
16,Activity,742,112,164,42
16,This section of the workbook will look at activity and Long Covid and will recommend various tools,116,188,1327,33
16,which can be used to assess how much activity and exercise you can handle and gives examples of,116,225,1342,34
16,exercises to get you started. This is often called 'pacing'.,117,262,761,33
16,"Pacing can difficult. Learning to recognise how much energy to have, where your limits are, and if you",118,341,1378,35
16,"can push these limits, can be confusing. Gentle activity is a good place to start, and you can increase",117,378,1364,34
16,your activity in line with how your body feels and set realistic goals. These goals can be large or small,116,415,1375,34
16,and should be manageable for you.,116,452,476,31
16,"An example of this is walking to visit your neighbour, sitting in the garden, or following an at-home",116,530,1340,34
16,yoga tutorial online. Whilst some of these examples will be achievable for some people living with Long,116,567,1392,35
16,"Covid, they will not be for others. Make sure to tailor your activity to your own capabilities.",116,604,1222,34
16,"Before you exercise, you must make sure that you are safe to exercise. If you are not sure, speak to your",118,669,1395,34
16,GP or another healthcare professional.,117,707,513,32
16,"Make sure that you are resting before you reach your limit, and make time to rest every day, not only",118,771,1372,34
16,on your 'bad days'.,117,809,254,31
16,What is exercise tolerance?,117,879,471,26
16,Exercise tolerance is how much you can exercise before you have to stop. This will help you manage,118,939,1350,33
16,"your daily activities. The things that will make you stop are: feeling breathless, fatigue (extreme",116,976,1297,34
16,tiredness) and/or pain. We want you to stop before you are feeling breathless or fatigued. Poor,116,1012,1309,34
16,exercise tolerance will happen if you have not been moving about for a long time or if you have been,117,1050,1365,34
16,unwell. This means that you are not able to do as much as you used to be able to.,117,1087,1093,32
16,"Problems with your heart, lungs, nerves, bones or muscles can stop you from being able to exercise.",117,1147,1355,34
16,"This can make you feel breathless when you are walking, or going up and down stairs. You may also be",116,1183,1403,34
16,weaker than you were before and feel more tired during or after activity.,116,1221,967,33
16,Safe rehabilitation can make you fitter and stronger.,116,1281,697,32
16,A good way to start exercising is a walking (or stepping) program. The starting level will vary between,116,1347,1384,34
16,people. Things that can make you less fit are:,117,1385,602,33
16,Older age,172,1439,131,31
16,Other illnesses,172,1491,195,26
16,Obesity,172,1545,105,30
16,Bad diet,173,1599,109,25
16,Long Covid symptoms,173,1653,305,31
16,Smoking,172,1705,120,32
16,Long Covid Workbook 21,1217,2229,322,29
17,"32 Lambeth 2030 Our Future, Our Lambeth",76,74,457,22
17,"Lambeth 2030 Our Future, Our Lambeth",2772,74,408,22
17,33,3199,75,27,19
17,Our,157,242,148,68
17,2030,152,333,636,224
17,3 - Making Lambeth A Place,850,333,1832,133
17,We Can All Call Home,847,483,1437,110
17,ambition,157,581,342,67
17,"By 2030, Lambeth will be a lifelong borough, with the best",1812,742,1247,51
17,"conditions to grow up and age well, where everyone can",1810,804,1210,50
17,"contribute to an inclusive economy, and have a place to",1809,865,1193,50
17,call home.,1810,928,215,38
17,"Lambeth - forever radical, always welcoming and",1810,1039,587,29
17,"thrive. To deliver this, we are committed to becoming",2502,1039,630,29
17,constantly creative. This is the reputation we have,1810,1072,592,28
17,an accredited UNICEF Child Friendly borough a,2502,1072,586,29
17,built together throughout our history and is the,1811,1106,552,28
17,place where children's rights and voices are at the,2503,1107,594,28
17,foundation of our ambition to make Lambeth the,1809,1139,578,24
17,heart of everything we do and have worked with over,2502,1139,633,28
17,best place for children and young people to develop,1810,1172,619,29
17,"1,500 children and young people and community",2505,1172,585,29
17,and for older people to enjoy their later years. It,1809,1207,562,28
17,groups across the borough to listen to their priorities,2502,1207,622,28
17,is also the spirit that will enable us to ensure that,1809,1239,577,27
17,and concerns.,2503,1240,169,22
17,"for life in between, everyone is able to access the",1809,1272,586,28
17,"many opportunities that exist in Lambeth, as well as",1810,1307,617,27
17,We will take a rights-based approach underpinned,2501,1306,601,28
17,"fundamental basic rights - good quality education,",1810,1339,600,29
17,"by equity and inclusion, making sure that all children",2502,1339,618,28
17,"employment, housing, and access to healthcare.",1811,1373,577,28
17,"and young people, regardless of their background,",2502,1372,602,28
17,"culture, ability or anything else, feel welcome in",2503,1407,557,28
17,"Across the borough, we have distinct places with",1809,1439,586,28
17,"Lambeth, have the right opportunities to grow,",2503,1439,550,28
17,"their own unique identities, communities, and assets.",1809,1472,630,27
17,"learn, explore and have fun, and are protected from",2502,1472,613,28
17,SANCTUARY,892,1514,509,57
17,We are home to world class institutions and cultural,1808,1506,615,24
17,discrimination and harm. This includes addressing the,2503,1506,640,29
17,"clusters, with historic venues and green spaces",1810,1539,564,28
17,needs of all children and young people with special,2503,1539,607,29
17,adding to the Lambeth offer. We have thriving,1809,1572,541,28
17,educational needs and/or disabilities. By continuing,2504,1572,609,29
17,"businesses and great potential for future growth, and",1810,1606,629,28
17,"to invest in local specialist provision, we aim to offer",2502,1606,615,28
17,a vibrant community sector with local expertise. Yet,1809,1639,612,28
17,"a mixed economy of inclusive mainstream schools,",2503,1639,604,28
17,we know there is more to do to ensure that everyone,1809,1672,630,28
17,"specialist resource bases, special schools and",2503,1672,550,28
17,can benefit from the strengths Lambeth has to offer in,1810,1706,640,29
17,specialist colleges within Lambeth. This will support,2502,1706,613,28
17,order to build and sustain the best life possible.,1810,1739,560,28
17,"us to ensure that, as far as possible, all our children",2502,1739,611,27
17,and young people can be educated within their,2502,1772,562,28
17,Making Lambeth the best,1812,1812,605,48
17,local community. We will also continue work with all,2502,1806,611,28
17,partners working together in the Lambeth local area,2503,1839,616,28
17,place to grow up,1811,1868,397,48
17,to make sure our schools and neighbourhoods are,2501,1872,604,28
17,fully inclusive and supportive for children with SEND,2502,1906,614,28
17,We are committed to making Lambeth the best,1808,1950,565,28
17,and their families. Alongside this is our continued,2503,1939,580,28
17,place to grow up and Lambeth being the place,1810,1983,557,28
17,"drive to further improve educational settings, options",2503,1972,625,28
17,where families want to send their children to school.,1809,2017,616,24
17,and standards so that all children and young people,2503,2006,618,29
17,This recognises that the best start in life is crucial to,1809,2050,615,27
17,benefit from high quality and inclusive access,2503,2039,537,29
17,"support lifelong prosperity, allowing each individual to",1810,2083,632,28
17,to education.,2502,2073,156,22
18,"READER, I FOUND IT: THE FIRST JANE EYRE IN FRENCH",203,120,691,19
18,"lations' of Forgues's work into Spanish and Swedish as we know,",150,172,798,33
18,"and into Polish as well, in 1865:27 Thus, Forgues was responsible for",150,209,799,32
18,spreading Jane Eyre from La Paz in Bolivia to Warsaw in Poland.,150,248,767,33
18,"Moreover, Le National heralds a positive fashion in publishing Jane",178,284,771,33
18,"Eyre not in book form as we know it, but in daily or weekly newspa-",151,322,798,33
18,"pers en feuilleton in instalments: Le National was the first, and it was",151,359,799,32
18,"followed quickly by Danish 1850,28 Spanish 1850-51,25 29 Polish 1865",150,395,798,36
18,"and 1880-81,30 and then in Spanish again, complete, in 1882-83.31",150,434,798,32
18,No doubt there are others; there's some good sleuthing ahead.,151,472,727,33
18,A final note may be in order here on the rarity of Jane Eyre in Le,179,509,770,33
18,"National. By consulting the relevant union catalogues, and by cor-",151,547,798,33
18,responding with the libraries whose holdings include Le National,150,584,800,33
18,"April-June 1849, I was able to find five other sets of Forgues's Jane",151,622,799,33
18,"Eyre en feuilleton. All of these are in France, and all are in perma-",151,659,798,33
18,nent collections. At the moment mine seems to be the only one in,150,697,799,32
18,private hands.,151,735,167,32
18,"Reader, can you find me another?",151,773,402,32
18,"27. 'Joanna Eyre: Powiesc Panny Bronte [sic] (Currer Bell), Z angielskiego', Dodatek do",150,1238,799,26
18,"nru 9[-34] Tygodnika Mód (Warsaw), 20 March - 26 August 1865. The translator was",150,1267,799,27
18,Marya Falenska. Spanish and Swedish as above.,151,1297,439,25
18,"28. Morgenposten (Copenhagen), I February - I3 June 1850.",150,1326,549,26
18,"29. Diario de la Marina (Havana), 29 December 1850- - II February 1851. La Época (La",150,1352,799,29
18,Paz) 1851.,151,1385,93,24
18,"30. 'Janina: Powiesc Z angielskiego przez Currer Bell, przeklad E. Dobrzanskiej',",151,1413,798,26
18,Tydzier (Piotrkow Trybunalski) Dodatek (supplement) 19 September 1880 - 28,154,1443,795,26
18,August 1881.,151,1473,121,23
18,"31. 'Juana Eyre; ó, Memorias de una institutriz: Novela inglesa', El Globo (Madrid),",151,1500,798,26
18,9 September 1882-7 February 1883.,150,1531,341,25
18,19,539,1608,22,18
19,READING HORACE WALPOLE,374,120,349,15
19,"two copies of volume 9, one of them interleaved with a blank page",151,173,798,32
19,"for each printed one. His copy of volume IO has similar blank pages,",150,210,797,32
19,making it as thick as the second copy of volume 9. The interleaved,151,248,798,32
19,"pages are not the thick, creamy stock Yale used for the printed",151,284,798,33
19,"leaves, but they still swell the volumes. The regular-sized volume",150,323,799,32
19,"9 is I 7/8 inches thick; interleaved, it is 2 3/4 inches. The spine of my",150,360,799,32
19,volume IO is 3 1/4 inches across. Presumably the intention was to al-,151,398,798,31
19,"low Brown, as assistant on both these volumes, to make annotations",150,435,799,28
19,and corrections for a possible revised edition. The interleaved pages,150,473,799,32
19,"are clean, however. There is one newspaper clipping inserted in vol-",151,509,798,33
19,"ume 20, a 1961 TLS review of the three Walpole volumes published",151,548,798,32
19,"in the previous year, but no other little surprises.",151,585,571,32
19,"I began reading my new purchase soon after it landed, usually al-",178,622,771,33
19,ternating between Walpole and something unrelated. The volumes,151,659,798,33
19,"are not strictly chronological, the Yale editors having determined",151,697,798,33
19,that it made more sense to organise them by correspondent (or,151,735,798,32
19,"groups of correspondents) : antiquaries, Eton friends, Walpole's",150,772,798,33
19,"architectural committee, society ladies and the Walpole family,",151,809,797,32
19,for example. Walpole compartmentalised the content of his letters,150,848,799,32
19,"according to the person he was writing to, SO this arrangement gives",151,885,798,32
19,a better picture of the range of his interests and the nature of his,151,922,798,33
19,"relations with individual recipients. Early on, Walpole realised he",150,959,800,32
19,was in a unique position to document the public and private history,151,998,798,32
19,"of his times, and he routinely asked to get his letters back from their",151,1034,798,32
19,"recipients, SO he could preserve, edit, annotate and sometimes sup-",150,1072,799,32
19,press them.,151,1110,133,32
19,I enjoyed the snarky comments about the Society of Antiquaries,178,1148,771,33
19,in the letters to and from the Revd. William Cole. The six volumes,150,1185,799,25
19,of the mostly one-sided correspondence with the marquise du,151,1222,798,33
19,"Deffand were good for my French, but made for slower progress.",151,1260,796,32
19,(Walpole had almost of his letters to madame du Deffand de-,152,1297,797,33
19,"stroyed after his death, for reasons that are unclear: he may have",151,1334,799,32
19,thought that a friendship with a blind lady twenty years his senior,151,1373,798,32
19,"might expose him to ridicule, been embarrassed by his French",151,1410,799,32
19,"(which was actually quite good, judging by what does survive)",152,1447,795,33
19,or worried he had been unkind - even cruel - to his friend.) The,151,1484,798,32
19,Chatterton volume places Walpole in a largely unflattering light:,152,1523,796,33
19,83,537,1603,25,25
20,THE BOOK COLLECTOR,396,119,308,17
20,"connection with John Ruskin, who to a large extent got Proust started. It",150,189,800,30
20,"is said, correctly, in the catalogue that no other exhibition had previously",150,222,799,30
20,"mined this rich seam. In our own way, bibliophilically, we will soon be",150,256,799,30
20,travelling the same route with an article on the books that form such an,151,289,798,31
20,important part of the novels of Dostoievsky.,151,323,483,30
20,You'd have to have been quick to catch this exhibition at Suffolk Archives,151,422,799,30
20,"at The Hold, Ipswich, IP4 ILR, which lasted only until the beginning of",150,456,803,31
20,January this year. W. S. COWELL started as a general printing house but,147,489,803,30
20,reinvented itself as a progressive art printer in the 1930s. It specialised in co-,150,523,798,30
20,lour-plate lithography and pioneered an acetate-sheet-based process called,150,556,799,31
20,Plasticowell. This enabled Cowells to play a significant role in the history,150,589,799,30
20,of printing in Ipswich and of children's books in Britain and beyond. The,151,622,799,30
20,firm was instrumental in launching Puffin Picture Books at the outbreak,150,656,799,30
20,"of World War II, and worked with illustrators and artists such as Kathleen",151,689,798,27
20,"Hale (Orlando the Marmalade Cat), Edward Ardizzone, Hilary Stebbing,",150,722,798,30
20,"Pablo Picasso, Eric Ravilious and David Gentleman. The exhibition fo-",151,756,798,27
20,"cused on the colour children's book and contained, we're told, some really",151,789,799,30
20,beautiful exhibits.,151,822,195,23
20,We gladly report a couple of significant appointments. MOLLY,151,922,799,31
20,SCHWARTZBURG has moved to Harvard and was named Philip Hofer,150,956,799,30
20,Curator of Printing and Graphic Arts at the Houghton Library in October,151,989,798,30
20,2022. She was formerly curator of special collections at the University of,151,1022,803,30
20,"Virginia. JAMIE CUMBY, Book Collector contributor and former assistant",151,1056,799,30
20,"curator of rare books and manuscripts at Linda Hall Library, Kansas City,",150,1089,797,30
20,will take up the position of Librarian of the Grolier Club in spring 2023.,151,1122,797,30
20,We send congratulations and good wishes to them both.,151,1156,608,31
20,Weheard the very sad news of the death of JOHN CRITCHLEY in December,152,1256,797,30
20,2022. John was a much liked and respected secretary of the Antiquarian,151,1289,799,30
20,Booksellers' Association for many years and more recently the secretary,150,1322,799,30
20,"of the Friends of Lambeth Palace Library. A former RN submariner,",151,1356,797,30
20,he remained reassuringly unruffled at even the most lively committee,149,1389,800,30
20,meetings and we learn he had recently been researching a forthcoming,151,1422,798,31
20,"Lambeth Friends trip to Strasbourg, Sélestat and Colmar, in characteristic",150,1456,799,30
20,"and meticulous detail - library by library, restaurant by restaurant. Such",150,1489,799,30
20,"cheerful attention to detail was John's style, to the great benefit of SO many",151,1522,799,31
20,142,532,1598,37,18
21,LM FLIGHT PLAN,110,895,43,408
21,MCC-H,165,1855,27,101
21,1353 CST,152,1613,25,122
21,CDR,169,1208,25,64
21,LMP,172,729,25,59
21,NOTES,172,303,26,108
21,161:00,207,1616,24,90
21,:10,396,1615,25,42
21,BATTERY MGT,412,785,24,171
21,-1:30,399,410,25,76
21,PWR AMP - ON,440,769,27,188
21,BATS 3 & 4 - ON,474,722,25,235
21,BAT L (LMP) - ON; (CDR)-OFF/RESET,505,487,31,470
21,BATS 1 & 2 - OFF/RESET,537,614,27,344
21,:20,583,1615,25,41
21,PWR AMP - OFF (ON MCC-H CUE),566,522,31,434
21,CABIN PREP FOR EVA-3,594,1129,25,312
21,-1:15,681,410,25,77
21,-,694,475,5,12
21,T,756,1533,23,15
21,161:30,771,1616,24,90
21,D,789,1531,22,15
21,EQUIPMENT PREP FOR EVA-3,783,1068,29,372
21,N,820,1533,23,15
21,CSM REV 38,824,333,25,155
21,:40,960,1614,24,42
21,-1:00,965,413,25,75
21,PLSS DONNING,1100,1257,23,185
21,:50,1149,1614,23,42
21,-0:45,1249,415,24,76
21,GDS 210' AOS,1297,306,26,185
21,162:00,1337,1614,24,89
21,MISSION,1375,1661,26,134
21,EDITION,1376,1425,25,126
21,DATE,1377,1153,24,79
21,TIME,1379,808,24,72
21,DAY/REV,1381,448,28,142
21,PAGE,1383,276,25,87
21,APOLLO 17,1414,1659,25,138
21,FINAL (12/6),1415,1391,32,183
21,10/23/72,1417,1133,27,124
21,161:00 - 162:00,1423,731,26,232
21,8/37-38,1422,469,25,108
21,3-222,1422,291,23,75
21,FLIGHT PLANNING BRANCH,1456,862,28,435
22,CSM FLIGHT PLAN,243,919,28,308
22,113:00,314,1860,16,60
22,SIM EXP STATUS,314,1149,16,137
22,(11101),333,1867,18,61
22,V49 MNVR TO P52/COAS CAL ATT (113:10),333,1409,19,364
22,(*0000),333,1180,19,65
22,(_1111),351,1863,20,64
22,"(180,284,338) HGA P -33, Y 2",362,1475,21,276
22,(21000),355,1180,18,65
22,PURPOSE,369,459,18,94
22,PDH,370,324,18,39
22,PAD,370,276,17,39
22,LM TOUCHDOWN (113:02),394,1181,20,207
22,GETI,404,519,17,48
22,HRS,406,436,17,39
22,0,405,326,17,13
22,I,433,584,30,14
22,PDI,429,533,16,33
22,MIN,441,431,16,42
22,0,440,362,17,13
22,o,440,326,17,12
22,N33,450,525,17,42
22,0,441,292,17,12
22,SEC,478,434,17,39
22,0,478,362,15,13
22,P52 IMU REALIGN,502,1315,15,148
22,N71:,559,1428,15,36
22,CONFIRM STAY/NO STAY FOR T1,593,1509,16,264
22,PURPOSE,586,462,17,95
22,PDI ABORTEARLYPAD,588,216,20,205
22,NO5:,606,1427,15,37
22,CUE:,633,1727,15,36
22,GETI,622,519,17,48
22,HRS,622,435,17,40
22,0,622,362,17,12
22,0,623,326,16,12
22,N93:,636,1426,15,37
22,HGA AUTO,653,1665,15,78
22,TPI,647,535,17,32
22,MIN,660,430,17,44
22,+,666,396,11,10
22,0,659,361,17,12
22,0,659,325,17,12
22,0,659,290,17,12
22,CMDS:,673,1717,15,47
22,X,676,1433,14,10
22,N37,670,525,17,43
22,DSE DUMP,693,1665,15,78
22,PURPOSE,695,896,18,98
22,"NO PDI,+12 ABORT",693,683,23,183
22,SEC,695,434,18,40
22,+,701,395,11,10
22,0,696,360,17,13
22,:10,713,1860,16,29
22,Y,727,1434,14,9
22,GETI,730,961,17,48
22,HRS,730,883,17,40
22,+,735,846,11,11
22,0,729,810,17,13
22,0,728,775,17,13
22,P52 (OPTION 3),753,1637,18,136
22,E,762,1027,27,16
22,N33,754,967,17,43
22,(LDG SITE ORIENT),773,1587,18,163
22,2,776,1434,15,9
22,MIN,766,879,16,42
22,+,770,846,11,10
22,0,765,810,17,12
22,0,764,738,17,13
22,CONFIRM STAY/NO STAY FOR T2,803,1506,17,267
22,SEC,801,881,17,40
22,+,806,844,11,10
22,0,801,810,17,13
22,PURPOSE,808,458,17,96
22,PDIABORT LATE PAD,808,210,18,208
22,GET,823,1435,15,27
22,.,825,1294,9,9
22,N84,838,966,17,42
22,AVX,838,882,16,39
22,GETI,842,515,18,48
22,HRS,844,433,17,39
22,+,849,394,11,11
22,0,843,358,17,13
22,0,843,322,17,13
22,LOCAL,859,939,17,70
22,REPORT: GYRO TORQUING ANGLES,873,1486,18,286
22,F,870,1028,27,15
22,AVY,874,880,17,40
22,K,875,582,28,20
22,TPI,868,532,17,31
22,VERT,885,957,17,51
22,MIN,881,428,17,43
22,GDC ALIGN,893,1684,15,89
22,+,888,395,10,10
22,0,881,358,16,13
22,0,881,322,16,13
22,0,882,289,15,10
22,N37,892,521,17,43
22,AVZ,909,882,17,39
22,SEC,917,430,17,41
22,0,917,358,17,12
22,CSM G&C CHECKLIST,943,1597,16,167
22,GETI,947,957,17,50
22,HRS,948,881,17,40
22,+,953,845,11,10
22,0,947,809,17,13
22,0,946,774,17,12
22,P52 (COAS CALIB) PAGE G/7-6,972,1508,18,265
22,G,977,1027,28,27
22,CSI,971,971,18,36
22,MIN,982,878,17,42
22,+,987,844,12,10
22,0,981,809,17,12
22,0,981,773,17,12
22,0,981,737,17,13
22,USE STAR 16 (PROCYON),992,1549,18,204
22,N11,998,968,17,37
22,V44 (SET LUNAR SURFACE FLAG),1012,1498,20,275
22,SEC,1019,882,17,37
22,+,1024,844,11,10
22,0,1019,809,16,12
22,"INHIBIT ALL JETS EXCEPT A1&C2 OR D1882,A3,C4,83,D4",1033,1279,18,492
22,PURPOSE,1026,459,18,93
22,T 2-1 ABORT PAD,1025,217,19,192
22,GETI,1055,955,17,50
22,HRS,1055,881,16,39
22,+,1060,844,11,10
22,0,1054,809,17,13
22,0,1053,772,17,12
22,GETI,1061,515,18,48
22,HRS,1061,433,17,40
22,+,1067,396,11,11
22,0,1061,362,16,13
22,0,1061,326,16,13
22,H,1086,1025,28,22
22,TPI,1080,973,17,33
22,P20 OPT 5 (+X FWD SIM ATT) (113:35),1092,1439,19,333
22,MIN,1090,877,16,42
22,+,1095,844,11,9
22,0,1089,808,16,13
22,0,1088,773,17,13
22,0,1088,736,17,13
22,N37,1103,963,17,44
22,L,1091,579,27,14
22,T2,1085,541,17,22
22,MIN,1099,430,17,41
22,0,1098,362,18,12
22,0,1098,292,16,12
22,:20,1114,1861,15,28
22,N78 (+090.00),1113,1628,18,125
22,(+052.25),1132,1629,18,83
22,COAS CALIB - N92,1132,1349,15,156
22,SEC,1124,881,17,39
22,+,1131,843,11,10
22,0,1125,809,16,12
22,(P20),1142,1883,18,45
22,SEC,1135,431,18,40
22,0,1135,362,17,12
22,(0.5°DB),1162,1853,18,75
22,(+180.00),1152,1625,19,86
22,N79 (+000.50),1171,1627,19,126
22,SHAFT:,1172,1450,15,56
22,GETI,1169,517,17,46
22,HRS,1170,432,17,40
22,0,1169,361,17,12
22,0,1169,326,17,12
22,HGA P -24 Y 173,1193,1585,15,167
22,TPI,1193,531,17,31
22,TRUN:,1210,1460,15,46
22,M,1201,579,26,29
22,N37,1215,520,17,44
22,MIN,1207,427,16,44
22,+,1212,397,10,9
22,0,1206,362,17,12
22,0,1206,326,16,13
22,0,1206,291,17,12
22,UPDATE:,1252,1697,15,66
22,SEC,1242,432,17,40
22,0,1243,362,17,12
22,PAN CAMERA PHOTO PAD (114:10),1271,1458,19,284
22,PURPOSE,1353,457,17,95
22,T3 ABORT PAD,1353,216,18,160
22,GETI,1389,515,17,48
22,HRS,1390,432,17,41
22,RNDZ XPNDR - OFF,1401,1615,15,157
22,+,1396,396,11,10
22,o,1390,362,16,13
22,0,1390,327,16,12
22,N,1416,579,27,25
22,T3,1413,539,18,24
22,MIN,1426,430,17,42
22,+,1432,396,11,11
22,0,1426,363,16,12
22,0,1426,327,17,13
22,0,1426,293,17,12
22,EXT LIGHTS RUN/EVA - OFF,1441,1536,16,236
22,CMDS:,1470,1716,14,45
22,SEC,1461,430,17,41
22,+,1466,398,11,10
22,0,1461,363,17,13
22,PCM BIT RATE - HIGH,1490,1554,15,188
22,113:30,1511,1861,16,59
22,MISSION,1562,1326,16,92
22,EDITION,1562,1122,16,87
22,DATE,1561,893,16,53
22,PAGE,1561,744,16,60
22,APOLLO 17,1592,1322,15,89
22,FINAL (12/6),1593,1113,17,114
22,10/23/72,1590,877,16,77
22,3-125,1589,750,16,49
23,"12 I Lambeth 2030 Our Future, Our Lambeth",78,73,455,25
23,"Lambeth 2030 Our Future, Our",2772,73,321,24
23,Our Previous,161,276,949,121
23,Borough Plan,164,426,992,148
23,About the Borough Plan 2018-22,154,696,724,49
23,Our previous Borough Plan was formed around,156,808,566,29
23,The global covid-19 pandemic required unpredictable,848,808,638,29
23,five pillars:,156,843,127,27
23,action and unparalleled levels of partnership,848,843,523,28
23,working to protect the most vulnerable and support,848,876,613,28
23,1. Enable sustainable growth and development,157,908,559,29
23,businesses and jobs. The pandemic brought our local,849,909,640,29
23,2. Increase community resilience,156,958,389,27
23,"government, public health team, local NHS and the",849,943,611,28
23,VCS sector closer together to deliver comprehensive,848,975,628,29
23,3. Promote care and independence by reforming,156,1007,580,29
23,support and care - and we should be collectively,848,1009,584,28
23,services,187,1042,96,22
23,proud that our efforts stand Lambeth in good stead,848,1043,612,28
23,"4. Make Lambeth a place where people want to live,",155,1090,624,29
23,as we continue to emerge from the crisis.,848,1076,492,28
23,work and invest,186,1123,190,22
23,The murders of George Floyd and Sarah Everard were,848,1142,646,28
23,5. A further fifth pillar was consulted on and agreed,156,1172,608,28
23,appalling crimes that caused deep repercussions in,848,1176,612,28
