page,text,left,top,width,height
13,"it can last for days, weeks or even months",1107,962,443,24
13,sleep disturbance,1233,997,190,23
13,d) have pain,226,1009,185,32
13,fatigue and exhaustion,1233,1026,246,23
13,2. Does it take a day or more to recover if you have had to use a lot of,116,1060,952,32
13,pain,1233,1056,46,22
13,'Brain Fog',1234,1085,109,22
13,energy?,161,1098,105,30
13,Heart palpitations,1234,1114,195,23
13,Fever/ high tempreture,1234,1143,249,23
13,"If the answer to both questions is yes, then you may have PESE",187,1185,852,32
13,"When people with fatigue do too much, or use up all their available energy supplies, they stop being",124,1294,1395,33
13,"able to carry out activities. This is not improved with a long rest or a good sleep. For some people, this",124,1332,1391,33
13,means that they are unable to work or carry out household tasks without making their symptoms worse.,125,1369,1414,33
13,"In some severe cases, the things that our bodies normally do such as: digestion, heartbeat and breathing,",124,1405,1424,34
13,can make symptoms worse.,124,1444,384,31
13,Post-exertional symptom,158,1519,415,33
13,People with fatigue and PESE are thought to have a change in the,657,1513,883,32
13,exacerbation (PESE),206,1563,320,31
13,"way their energy is made. So, the normal way that we produce",656,1550,851,33
13,"energy through using oxygen is reduced (aerobic fitness), and the",656,1587,898,33
13,Is a symptom that can be very disruptive,149,1609,409,24
13,and often described as a 'crash'. The,148,1639,368,19
13,body tries to produce energy in another way instead (this is called,657,1624,892,33
13,activity that triggers this to start off does,148,1669,409,24
13,"anaerobic fitness). This is not as fast at giving you energy, so you",656,1659,888,33
13,not need to be a hard or big activity.,148,1699,361,24
13,will get tired quicker. It takes much longer for your energy levels to,656,1697,909,32
13,It can be something that was,134,1726,327,24
13,"recover if you have fatigue, so your symptoms might last longer.",656,1734,864,32
13,"previously normal to you, like:",134,1757,343,25
13,socialising,171,1788,82,18
13,"Reading, writing or working",171,1811,220,19
13,An emotionally heavy,169,1834,173,19
13,conversation,171,1859,103,14
13,"Daily activity showering,",171,1881,200,19
13,doing the dishes,171,1904,132,19
13,Sensory environments (loud,170,1928,226,19
13,music or bright lights),171,1951,174,19
13,Walking or other exercise,170,1975,204,19
13,16 Long Covid Workbook,119,2229,333,28
14,2-12,288,215,68,27
14,10/23/72,1174,209,132,30
14,TABLE 2-9 (CONT),697,313,263,34
14,CSM BURN/EVENT SCHEDULE,646,415,382,30
14,BURN/,217,516,80,29
14,GET I (HR:MIN),383,512,211,33
14,AVT,663,515,50,26
14,ULLAGE,795,515,100,27
14,RESULTANT,1128,512,149,27
14,REFSMMAT,945,529,133,27
14,DATE/,1310,513,81,29
14,EVENT,217,549,81,25
14,BURN TIME,383,548,147,26
14,(FPS),651,545,75,33
14,BT,846,548,31,26
14,HA/HP(NM),1127,543,146,33
14,CST,1325,546,49,26
14,TEI,215,615,48,26
14,236:39:51.1,383,614,173,28
14,3045.7,630,614,98,27
14,4 JETS,796,613,99,27
14,TEI,944,614,48,26
14,--,1161,622,31,11
14,DEC 16,1310,611,98,26
14,SPS,216,649,48,26
14,2 MIN 22.2 SEC,384,648,228,27
14,12 SEC,798,647,98,27
14,17:33,1314,648,79,26
14,MCC-5,215,698,82,26
14,253:40,383,698,98,26
14,Nom,679,698,51,25
14,--,828,709,31,9
14,PTC,946,697,48,26
14,--,1161,706,30,10
14,DEC 17,1310,694,98,26
14,Zero,663,731,65,25
14,10:33,1312,727,80,26
14,MCC-6,215,780,81,26
14,282:18,383,780,98,26
14,Nom,680,780,50,24
14,--,828,790,32,10
14,PTC,946,778,48,26
14,--,1160,788,32,10
14,DEC 18,1311,776,97,26
14,Zero,663,813,65,25
14,15:11,1311,808,77,27
14,MCC-7,215,862,83,26
14,301:18,382,862,97,27
14,Nom,679,862,50,25
14,--,828,872,32,11
14,ENTRY,946,861,82,25
14,--,1160,870,33,10
14,DEC 19,1311,858,97,26
14,Zero,663,894,65,27
14,10:11,1311,892,77,27
14,EI,216,946,30,27
14,304:18:0.5,383,945,163,27
14,NO,663,945,33,26
14,--,828,955,33,11
14,ENTRY,945,944,83,26
14,--,1161,954,30,10
14,DEC 19,1312,942,95,26
14,BURN,664,978,65,25
14,13:11,1312,974,76,27
14,SPLASH-,216,1028,112,26
14,304:31:10.5,382,1028,178,26
14,NO,663,1027,33,25
14,--,828,1038,33,11
14,ENTRY,945,1027,83,25
14,--,1161,1036,32,10
14,DEC 19,1310,1024,97,26
14,DOWN,215,1061,65,25
14,BURN,665,1060,65,25
14,13:24,1312,1057,80,26
15,FLIGHT PLAN,101,964,50,320
15,MCC-H,150,1821,27,103
15,2253 CST,140,1613,27,124
15,290:00,186,1598,25,92
15,NOTES,160,247,30,109
15,SIM EXP STATUS,215,271,31,216
15,(*0001),246,352,34,102
15,(00001),279,352,32,102
15,:20,374,1599,25,41
15,DAP LOAD STATUS,341,257,32,233
15,(11101) (01111),371,274,37,211
15,:40,561,1600,26,43
15,S,704,1531,24,15
15,T,734,1531,24,16
15,291:00,750,1601,26,92
15,REST PERIOD,743,930,28,171
15,D,766,1530,23,16
15,UV/PTC,748,573,28,92
15,N,799,1530,23,16
15,(8 HOURS),773,949,34,133
15,GALACTIC SCAN,778,540,29,202
15,:20,939,1602,25,41
15,:40,1128,1602,25,42
15,292:00,1315,1604,25,92
15,MISSION,1363,1658,27,135
15,EDITION,1363,1425,28,127
15,DATE,1364,1148,26,79
15,TIME,1366,806,26,72
15,DAY/REV,1367,441,29,139
15,PAGE,1371,274,27,88
15,APOLLO 17,1406,1655,27,140
15,FINAL (12/6),1407,1408,37,183
15,10/23/72,1407,1126,28,125
15,290:00 - 292:00,1411,735,30,234
15,13/TEC,1417,468,29,92
15,3-398,1412,285,25,76
15,FLIGHT PLANNING BRANCH,1444,811,35,437
16,WORKING TOOLS ALMOST DAILY IN DEMAND,267,120,563,15
16,Nichols could provide useful materials for his work. In February,151,173,799,32
16,1780 he asked to borrow the last edition of Hughes's Letters; and,152,210,796,32
16,"hoped Nichols would get 'Dennis upon Blackmore, and upon Cato,",151,248,797,33
16,and anything of the same writer against Pope'. 36 In May he asked for,151,284,799,34
16,the Oxford and Cambridge Miscellany Poems edited by Elijah Fenton,151,323,798,32
16,and Sir Richard Blackmore's Essays upon Several Subjects37 and,150,359,799,33
16,"later the same year, impressed by Nichols's ability to track down",150,397,799,32
16,"rare books, Johnson asked him to find an edition of Prior's works",150,435,799,32
16,"published in 1740. 38 Other borrowers included Joseph Banks, who",151,471,798,33
16,"borrowed The Craftsman in 179539 and Joseph Warton, who bor-",151,509,797,32
16,rowed William Bowyer's copy of the works of Alexander Pope in,150,547,799,33
16,"ten volumes in 1797. 40 But some books were not for loan: in 1805,",151,584,796,30
16,"when Samuel Pipe Wolferstan, a key helper in Nichols's History of",151,622,805,33
16,"Leicestershire, asked to borrow Thomas Hearne's 1774 edition of the",151,660,798,29
16,"Black Book of the Exchequer, he was told that it was interleaved with",152,697,797,33
16,"notes and too valuable to lend, but that he was welcome to consult it",151,735,799,28
16,when next in London.41,151,771,282,25
16,Nichols was wise to be wary because not everything was safely re-,178,810,770,32
16,"turned. In 1797 John Baker Holroyd, Ist Earl of Sheffield, returned",151,848,798,32
16,William Lambarde's Perambulation of Kent and Thomas Philpot's,151,884,797,33
16,Villari Cantianum which Nichols had lent to Edward Gibbon in 1793,154,922,793,30
16,but which were found at Sheffield Park after Gibbon's death in 1794.,151,959,797,30
16,"In 1817 Francis Astley, rector of Manningford Abbots, Wiltshire,",150,998,798,32
16,offered to recompense Nichols for injury done to a volume of the,151,1035,799,32
16,Antiquarian Repertory which had lost its cover having fallen to,151,1072,798,33
16,"36. Gentleman's Magazine 1785, p. 10, NAD8975, Samuel Johnson to John Nichols,",151,1210,798,26
16,February 1780.,151,1239,138,25
16,"37. British Library Add. MS. 5159 fo. 21 NAD513 Samuel Johnson to John Nichols,",151,1268,798,25
16,"24 May 1780; Add. MS. 5159 fo. IS, Samuel Johnson to John Nichols, May 1780",151,1297,799,25
16,NAD8930.,151,1327,103,21
16,"38. British Library Add. MS. 5159f0.10 NAD8926, Samuel Johnson to John Nichols, 1780.",151,1355,797,26
16,"39. Literary Illustrations, vol. 4, p. 698, NAD11010, Sir Joseph Banks to John Nichols,",151,1385,798,26
16,19 July 1795.,152,1414,118,25
16,"40. Literary Anecdotes, vol. 6, p. 174, NAD9216, Joseph Warton to John Nichols,",150,1443,798,25
16,I3 September 1797.,152,1472,179,25
16,"41. Leicestershire Record Office, DE6308/28, NAD8043, John Nichols to Samuel Pipe",150,1500,799,25
16,"Wolferstan, II September 1805.",151,1531,298,25
16,99,537,1609,26,18
17,FLIGHT PLAN,119,956,46,315
17,MCC-H,172,1797,25,100
17,2153 CST,162,1595,25,122
17,NOTES,171,256,26,104
17,49:00,209,1593,23,76
17,DAP LOAD STATUS,229,264,26,226
17,(21101) ( 1111),257,281,35,207
17,:20,394,1592,23,41
17,:40,578,1593,23,41
17,S,727,1509,22,13
17,50:00,764,1592,23,75
17,T,757,1508,22,14
17,REST PERIOD,753,921,25,169
17,D,788,1508,21,14
17,(8 HOURS),782,940,31,131
17,PTC,771,586,24,42
17,N,820,1508,21,15
17,:20,950,1591,24,40
17,:40,1134,1589,23,41
17,51:00,1319,1590,23,74
17,MISSION,1364,1631,24,132
17,EDITION,1363,1403,24,124
17,DATE,1361,1132,24,76
17,TIME,1360,798,24,70
17,DAY/REV,1359,437,26,138
17,PAGE,1361,274,25,84
17,APOLLO 17,1405,1629,24,136
17,FINAL (12/6),1403,1379,30,177
17,10/23/72,1402,1121,28,120
17,49:00 - 51:00,1402,721,25,199
17,3/TLC,1403,462,26,75
17,3-48,1403,293,23,59
17,FLIGHT PLANNING BRANCH,1440,802,30,427
18,PUT OFF YOUR WORRY,118,113,446,31
18,"Worrying is normal, but it can become a problem if:",116,176,717,31
18,It happens a lot.,172,230,207,30
18,Putting off worry does not aim,904,235,410,31
18,You can't stop worrying.,171,283,327,30
18,"to get rid of a thought. Instead, by setting",903,277,570,32
18,You worry about things that have not,171,336,500,31
18,"a specific worry time, we allow ourselves time",904,321,620,31
18,happened yet. This means they cannot be,173,373,532,31
18,to express our worries and find solutions.,903,363,555,30
18,solved at the moment.,172,410,290,24
18,Knowing that our worries will be looked at,905,405,568,31
18,When you worry for a long time or when you,104,460,614,31
18,during our worry time also gives us the space,903,448,615,31
18,worry a lot - this can make you more nervous,104,497,618,31
18,and time to spend the rest of our day in the,904,490,592,31
18,and make you worry even more. In turn this may,105,533,665,31
18,"present moment, enjoying our activities",905,533,533,30
18,stop you from positive thinking and action.,105,571,575,31
18,When a worry thought pops into our head we tend,105,620,729,31
18,to do two things:,104,657,243,30
18,"1. We pull it closer - We keep thinking about what makes us worry, hoping to solve it. Instead, because our",119,707,1391,32
18,"worry has not happened yet, or may never happen, we get stuck in having negative thoughts about the",172,744,1334,32
18,future that we cannot control or solve.,172,781,517,25
18,2.,117,833,18,23
18,We push it away. We try to get rid of the worry by telling ourselves to stop thinking about it! It seems that the,172,831,1386,32
18,more we try to push it away and not think about it the stronger the worry comes back. What if I told you to,173,868,1369,31
18,not think of a pink elephant? The first thing you probably did was start imagining a pink elephant! It's the,173,905,1360,33
18,same if we try not to think about the thing that is worrying us.,173,942,780,32
18,No matter which of these two things you do it is very likely that both will stop you from thinking about,118,991,1396,32
18,your day-to-day activities and the things you like doing. So rather than trying to pull it closer or push it,116,1029,1397,31
18,away try to put off thinking about your worry for a while.,117,1065,753,31
18,HOW DO I PUT OFF MY WORRY?,119,1138,628,30
18,Set a worry time,118,1216,283,30
18,Set a time during the day to think about your worries. This could be anytime during the day for any set,117,1260,1394,32
18,length of time (Try no more than an hour). Don't do it too close to bedtime as it might stop you from,118,1296,1365,33
18,sleeping.,117,1335,123,30
18,Put-off,119,1405,119,25
18,"During the day, if you notice a worry popping into your head, instead of pushing it away or pulling it",118,1453,1359,32
18,"closer, you can let the thought come into your head. Then tell yourself you will put off thinking about it",117,1490,1402,32
18,for now and give your attention to it during worry time.,117,1527,761,32
18,You can say to yourself something like 'I just had a worry thought of This is okay. I will let it go for now,116,1580,1403,32
18,and I will come back to it during my worry time'.,117,1617,641,31
18,"Once you decide to put off your worry, bring your attention back to the present moment and the thing",117,1669,1397,33
18,"you were doing. If another thought or the same thought pops into your head, put it off again. You can",116,1706,1385,32
18,also write your worry in a notepad for you to remember later.,117,1744,813,30
18,During worry time,119,1814,312,31
18,Think about the worries you had during the day and focus on the ones that are still important. If they are,116,1863,1381,32
18,"no longer important, you can cross them off your list.",118,1900,726,31
18,"If you are worrying about something that is a problem for you now, then you can use the problem-solving",117,1948,1403,33
18,technique on the next page to find solutions.,116,1985,621,31
18,44 Long Covid Workbook,117,2229,335,28
19,"34 I Lambeth 2030 Our Future, Our Lambeth",76,74,456,23
19,"Lambeth 2030 Our Future, Our Lambeth",2772,75,410,20
19,35,3199,75,28,19
19,Feedback from our workshops,914,144,469,33
19,"""All neighbourhoods,",1073,246,321,32
19,"""Upskill young people by",2320,230,384,33
19,communities and ages are,1071,285,405,32
19,involving them in projects for,2319,269,446,33
19,"equally connected, invested in",1072,324,467,32
19,their community and connect,2319,309,450,32
19,"with businesses""",2319,347,260,27
19,"and considered""",1072,362,253,26
19,"""Our streets and estates are",2688,429,431,27
19,"""More council housing and",1847,445,410,33
19,"""Inclusive and diverse spaces for us",1026,488,554,32
19,affordable housing more broadly for,1846,484,551,33
19,socially mixed and there are,2687,468,430,33
19,"to connect and build communities""",1025,527,539,28
19,"communities to stay and grow""",1847,524,476,33
19,"lots of community activities""",2688,507,434,33
19,"Our Child Friendly focus will cover three areas: safety,",155,744,634,28
19,Making Lambeth the best,851,745,606,47
19,Inclusive economic,1811,745,457,38
19,"As an attractive destination, Lambeth will capitalise",2501,744,607,27
19,place and services. We will use our leadership to,156,778,578,28
19,"on the opportunities for growth, ensuring that new",2502,779,598,28
19,ensure that children and young people feel safe in,156,811,591,28
19,place to age well,850,801,400,47
19,development,1810,800,310,47
19,residential and commercial developments across the,2502,812,626,27
19,their home and local places across the borough and,155,844,621,28
19,borough provide investment to support the creation,2502,845,613,27
19,feel able to trust adults - particularly in positions of,155,878,603,28
19,"As a lifelong borough, we want to make Lambeth the",848,882,633,28
19,and opportunity,1810,856,376,47
19,"of an inclusive public realm, parks and new facilities",2503,878,612,28
19,"authority. We will ensure that through regeneration,",156,912,602,27
19,best place to age well by 2030.,849,917,372,27
19,"- in support of our ambitions around climate, safety,",2501,911,618,27
19,children and young people can move more freely,156,945,581,28
19,"Our vision is of a dynamic, strong, equitable local",1809,938,584,27
19,and health. Our inclusive economic development,2502,943,580,29
19,"in their local areas, and that streets and public",156,978,549,29
19,We will develop a local approach to becoming an,848,982,586,28
19,"economy, providing opportunities for local people",1810,971,586,28
19,approach will focus on facilitating sustainable and,2503,978,587,28
19,spaces are child-friendly and welcoming. And we will,156,1012,629,28
19,"Age-Friendly borough, building on World Health",848,1016,566,28
19,to thrive - irrespective of their starting point. The,1809,1005,574,28
19,inclusive development activity which benefits all,2501,1011,564,28
19,"continue to transform services, delivered by us and",156,1044,606,28
19,Organisation's (WHO) framework - creating social,849,1049,589,28
19,foundation for this will be Lambeth's existing strengths,1809,1038,645,28
19,"our communities - providing homes, jobs and",2502,1044,545,28
19,"our partners, to ensure they support the growth of",156,1078,598,28
19,and built environments that promote healthy and,848,1083,578,27
19,"in health sciences, low carbon, and creative and",1809,1072,574,25
19,vibrant neighbourhoods.,2501,1078,292,28
19,"all our children and young people, with children and",155,1112,614,28
19,active later lives for all residents. We will focus on,849,1116,583,24
19,digital industries sectors where we will see our,1810,1106,572,28
19,young people involved in shaping decisions about,155,1144,594,29
19,the key areas of community life to build our age-,848,1149,574,28
19,future growth. Economic growth will provide the,1809,1138,569,28
19,"Using our collective civic leadership, we will leverage",2503,1144,593,28
19,how to make services better at every stage of the,155,1178,589,28
19,"friendly framework: streets, outdoor spaces and",848,1183,571,27
19,borough with the resources and tools to deliver the,1810,1172,606,28
19,opportunities for those furthest away from economic,2502,1179,596,27
19,"process. As a Council, we will be amending our own",156,1211,624,28
19,"buildings, housing, social participation and inclusion,",849,1216,623,28
19,services our residents need.,1810,1206,333,22
19,"inclusion, and those disproportionately so, to unlock their",2502,1212,646,27
19,"decision-making process, to ensure that an impact",157,1244,605,28
19,"civic participation and employment, community",849,1250,562,28
19,"potential - through upskilling, reskilling and sustainable",2503,1245,618,28
19,assessment on the rights of children and young,156,1279,565,28
19,"support and health services, and communication",849,1283,581,28
19,Our local economy plays an important role in,1809,1271,532,28
19,employment pathways. Our businesses and anchor,2502,1279,590,28
19,people is considered in our policy development and,156,1311,613,28
19,and information.,849,1316,191,23
19,addressing structural inequities across Lambeth. More,1809,1305,646,28
19,"institutions will support this, by working collaboratively",2503,1312,609,27
19,service improvement.,155,1345,253,27
19,"than ever, we need to be resilient, creative, dynamic,",1809,1339,623,27
19,to tackle low-pay and in-work poverty and encouraging,2501,1345,631,28
19,Equity and inclusion will be central to our effort to,849,1382,585,28
19,and adaptable to overcome an uncertain economic,1809,1372,609,27
19,the growth of local businesses across Lambeth. Our,2501,1378,596,28
19,We know that deprivation remains one of the biggest,154,1411,631,28
19,"creating a borough that is truly age-friendly. To do this,",849,1416,645,28
19,context. Our ethos is to create an empowered,1810,1405,548,27
19,"aspiration is to become a Living Wage borough, using a",2503,1412,633,28
19,challenges in Lambeth - and will do everything,155,1445,555,27
19,we are committed to listening to and working with,848,1450,595,27
19,"local ecosystem, where all our residents are able to",1809,1439,609,27
19,"place-based approach to support families, communities",2502,1445,636,28
19,that we can to end child poverty in our borough,155,1478,567,28
19,our older residents to develop shared priorities for the,849,1482,637,28
19,contribute to and benefit from the great opportunities,1810,1471,631,28
19,and our local economy by uplifting low-paid workers to,2502,1478,625,29
19,to ensure that our children and young people get,155,1512,583,27
19,"future. We will mobilise action, in partnership, that is",848,1516,618,28
19,Lambeth has to offer.,1810,1505,252,23
19,the real Living Wage. Good and fair working conditions,2501,1511,622,28
19,the opportunity they deserve. As a borough we will,155,1545,605,28
19,targeted to equipping older residents with the support,848,1550,643,27
19,are also crucial to providing opportunity and we aspire to,2502,1545,644,28
19,"focus on early intervention, ensuring that services",155,1579,587,28
19,they need to continue to call Lambeth home.,848,1583,534,27
19,"By 2030, Lambeth will be at the forefront of",1810,1571,518,28
19,see more businesses across Lambeth engaging with the,2502,1578,644,28
19,and community groups are equipped to support,156,1612,573,27
19,"an invigorated economy, which provides more",1810,1606,547,28
19,Good Work Standard. Partnerships will be crucial - and,2502,1611,632,28
19,"our ambitions, giving children and young people",156,1645,571,28
19,opportunities for more people - making a real,1810,1639,540,28
19,"we will continue to maximise collaboration with BIDs,",2502,1645,600,25
19,greater opportunity to shape their own lives. And we,156,1678,623,28
19,difference to the realities of our residents. Lambeth will,1809,1672,646,23
19,businesses and other partners to create the conditions,2503,1679,621,27
19,"will work with our partners and institutions, to make",155,1711,613,28
19,"be a place where industry, educational and cultural",1809,1705,604,29
19,for our residents to thrive.,2502,1712,290,22
19,sure that every young person in Lambeth is able to,156,1744,604,29
19,"institutions, the voluntary and public sectors come",1808,1739,599,28
19,"participate in our local offer, and has access to strong",156,1779,636,28
19,together to deliver a world class skills system and,1809,1772,589,28
19,"employment, training and skills opportunities.",157,1812,536,28
19,agile employment support that provide opportunities,1809,1806,622,28
19,for good quality work - responding to systemic,1808,1839,560,28
19,This will require co-operation and leadership - with,155,1879,604,27
19,"inequities, the aspirations of our residents and the",1809,1872,593,28
19,everyone working together to make Lambeth a better,155,1912,637,28
19,needs of the economy. We will focus our efforts to,1810,1906,595,28
19,place for children and young people and ensuring that,156,1945,643,28
19,"create an equitable, anti-discriminatory, anti-racist",1810,1939,592,27
19,decisions are made with their involvement.,156,1979,504,23
19,"and inclusive Lambeth, with good quality training",1809,1972,579,28
19,"opportunities, improved digital inclusion and literacy,",1809,2006,619,28
19,and greater financial resilience.,1809,2039,364,28
20,"36 I Lambeth 2030 Our Future, Our Lambeth",75,73,457,26
20,"Lambeth 2030 Our Future, Our Lambeth 37",2771,73,455,24
20,Quality housing for,155,742,452,51
20,Our vision is to ensure everyone has access to a,849,743,577,30
20,A borough of sanctuary,1807,743,560,50
20,"safe and secure home, which is affordable and",849,776,555,28
20,Lambeth's vision is clear - we want to improve equity,2503,776,634,29
20,local people,156,799,288,49
20,sustainable. We have committed to increasing the,849,809,594,30
20,of access to support for all sanctuary-seekers and,2502,810,599,30
20,"Lambeth has a proud history as a place of sanctuary,",1809,825,632,31
20,"delivery of affordable housing, ensuring that growth",849,843,609,30
20,raise the voices of people with lived-experience. We,2502,843,618,30
20,"hope and opportunity, welcoming refugees from",1809,858,572,31
20,"Good quality, affordable housing is the basis of",155,880,558,32
20,delivers investment in our communities. We will,849,876,561,26
20,"will be led by five core values: Inclusivity, Openness,",2501,876,616,31
20,"across the world. This will not end, and we have",1809,892,574,28
20,stability and security for individuals and families. It,155,914,591,32
20,go our on,848,915,400,26
20,"Participation, Inspiration and Integrity. To drive this",2502,909,596,31
20,renewed our commitment to never turn our back on,1808,925,619,26
20,"can provide the foundation of good health, wellbeing",155,947,627,31
20,to our our,848,946,581,23
20,"forward, we have created the Lambeth Sanctuary",2501,942,592,30
20,"and independence, and support people to participate",155,980,638,30
20,"Lambeth, like the rest of the UK, is in the grip of",155,1047,570,30
20,"collective Strategy, delivery achieve further this of housing future. in setting affordable forward net-zero commitments options out will housing how be ambition for all in stages Lambeth, and Lambeth sustainability, accelerate protect of life SO",847,910,565,264
20,those seeking our help by gaining official Borough,1808,958,604,31
20,"Forum, a multi-agency group working with the",2502,977,550,30
20,of Sanctuary status - becoming only the second,1809,993,594,30
20,in the local economy and benefit from growth. Yet,155,1014,593,31
20,"voluntary and community sector, structured to deliver",2501,1009,636,31
20,London Borough to achieve this.,1809,1026,388,30
20,Driving a new Housing,849,1042,632,32
20,"the priorities of our sanctuary-seekers, with humanity",2501,1042,632,31
20,"a serious housing crisis - in terms of availability,",155,1080,564,31
20,we can the,1167,1078,264,24
20,and compassion.,2502,1078,206,27
20,We want Lambeth to feel like home for everyone -,1808,1092,600,30
20,"affordability, and safety. This is compounded by",155,1114,566,31
20,providing,1353,1111,109,28
20,and we will continue to be a borough that values,1809,1126,579,30
20,national policy which stifles both delivery and the,155,1148,580,31
20,suitable,848,1144,92,23
20,"refugees, migrants and all those seeking sanctuary,",1809,1159,609,30
20,financial context within which housing operates.,155,1181,569,30
20,that it is easier for people who grow up in Lambeth,848,1177,607,30
20,supporting them through loss and trauma and,1809,1193,549,31
20,to continue living here. As a major landlord in the,847,1209,580,31
20,working with them to rebuild their lives - safe from,1809,1225,597,32
20,Whilst we have seen the delivery of the first new,154,1247,573,30
20,"borough, the Council will set out an ambitious",849,1243,546,31
20,violence and persecution.,1807,1260,305,28
20,"council homes in a generation, we recognise that the",155,1280,631,31
20,improvement plan for its stock including transforming,848,1276,632,30
20,pace of growth has not matched demand and that,156,1315,604,31
20,"its housing management and repairs service, SO that",848,1310,625,31
20,is why the Council is committed to accelerating the,155,1348,609,31
20,Lambeth residents have the quality they deserve -,849,1343,599,29
20,delivery of affordable housing with our partners. We,156,1380,613,31
20,and a voice to ensure services work for them. And,848,1376,600,26
20,know at the same time as delivering more homes for,155,1414,627,31
20,we will ensure that housing is at the heart of our,848,1410,572,30
20,"social rent, that there is more to do around standards",155,1447,635,29
20,approach to supporting healthy and safe communities,848,1443,645,31
20,"and conditions of existing homes, and our relationship",155,1481,645,31
20,"working in partnership to tackle homelessness,",869,1477,560,30
20,with residents. To ensure that Lambeth is a place we,155,1514,628,29
20,"deliver better standards for private renters, and",848,1510,558,30
20,"can all call home, we are committed to refreshing and",155,1548,638,30
20,supporting residents into work.,848,1543,369,29
20,resetting our approach - with residents at the centre.,155,1581,630,31
20,POPCORN,1876,1629,95,29
21,MCC-H,286,1812,28,104
21,0053 CST,271,1606,28,125
21,FLIGHT PLAN,228,954,52,321
21,NOTES,279,238,30,107
21,244:00,324,1591,26,93
21,SIM EXP STATUS,336,261,33,217
21,(*0001),368,324,34,104
21,(01001),400,324,34,104
21,DAP LOAD STATUS,430,247,33,232
21,(11101) (01111),460,263,38,212
21,:20,512,1587,25,43
21,:40,702,1586,26,44
21,S,840,1514,24,15
21,T,871,1513,24,16
21,245:00,891,1586,27,93
21,REST PERIOD,872,916,30,173
21,D,903,1512,24,16
21,UV/PTC,874,572,29,93
21,(8 HOURS),902,934,35,134
21,N,935,1512,24,17
21,GALACTIC SCAN,904,524,30,203
21,:20,1082,1583,25,42
21,:40,1269,1582,24,43
21,246:00,1455,1580,26,93
21,MISSION,1498,1636,28,134
21,EDITION,1496,1404,28,127
21,DATE,1495,1128,27,79
21,TIME,1493,785,27,72
21,DAY/REV,1489,420,30,140
21,PAGE,1489,254,27,87
21,APOLLO 17,1542,1635,28,139
21,FINAL (12/6),1541,1389,34,181
21,10/23/72,1537,1111,28,124
21,244:00 - 246:00,1538,714,29,235
21,11/TEC,1537,450,28,91
21,3-357,1533,264,25,73
21,FLIGHT PLANNING BRANCH,1573,789,37,437
22,THE BOOK COLLECTOR,409,120,283,15
22,"However, library catalogues in this period served just as much to",150,173,799,32
22,advance the fundraising needs of their relatively fledgling institu-,151,210,798,32
22,"tions as they did to connect books and readers, especially critical",151,248,798,32
22,since these institutions did not generally have funds available for,150,284,799,33
22,the purchase of books and were completely reliant on donations.,151,323,796,32
22,The deployment of early library catalogues for fundraising has been,150,360,799,32
22,"little studied. In this article, I shall try to explore how they came to",150,398,798,32
22,"serve this function in the early 18th century, focusing on the case of",151,435,803,32
22,Harvard's 1723 catalogue.,151,473,307,32
22,Many objects circulating in the early 18th-century world of,178,509,775,33
22,"print, and particularly in libraries, were intended to recognise or",151,548,798,32
22,encourage philanthropy. Manuscript benefaction registers existed,151,585,798,33
22,at many Oxford and Cambridge college libraries in the 17th and,151,623,798,32
22,"18th centuries, inspired by the example set by Thomas Bodley, who",153,660,795,32
22,began to prepare a 'publike Register' more than two years before,151,697,798,33
22,the opening of the Bodleian Library on 8 November 1602 to record,151,735,798,32
22,"three kinds of gifts: 'one in bookes alone, an other in mony, and a",151,773,799,32
22,third in bothe'. The sumptuous bindings and elaborate illustra-,151,809,798,33
22,tions of surviving registers suggest that their chief purpose was to,151,848,798,32
22,encourage gifts from prospective patrons. A particularly elaborate,150,885,799,32
22,"example from The Queen's College, Oxford, bound at the work-",151,922,798,33
22,"shop of the great Restoration bookbinder Samuel Mearne, was",151,959,798,33
22,"silver-embossed, with finely prepared calfskin used for its leaves. 4",151,997,799,33
22,"(N[ew] London [CT] : Printed by T. Green, 1743). The only other American college li-",151,1063,797,26
22,brary catalogue printed before the American Revolution was Princeton's: A Catalogue,151,1093,800,25
22,of Books in the Library of the College of New-Jersey (Woodbridge [NJ] Printed by James,150,1121,799,26
22,"Parker, 1760). All three have been reprinted in modern facsimile editions with intro-",151,1150,798,26
22,"ductions: W. H. Bond and Hugh Amory, eds, The Printed Catalogues of the Harvard",150,1181,801,25
22,"College Library, 1723-1790 (Boston: Colonial Society of Massachusetts, 1996) James E.",152,1210,796,26
22,"Mooney, ed., Eighteenth-Century Catalogues of the Yale College Library (New Haven:",151,1238,796,26
22,"Yale University, 2001) Julian P. Boyd, ed., A Catalogue of Books in the Library of the",151,1267,799,25
22,"College of New Jersey (Princeton : Princeton University Library, 1949).",152,1296,650,26
22,"3. G. W. Wheeler, ed., Letters of Sir Thomas Bodley to Thomas James (Oxford: Clarendon",150,1325,799,26
22,"Press, 1926), pp- 32, 6in.",150,1357,226,25
22,"4. Jonathan B. Bengtson, 'Benefaction Registers in Oxford Libraries', Library History",150,1385,800,26
22,"16 (2000), pp. 143-52; Bengtson, Treasures of The Queen's College Library, Oxford",152,1414,799,26
22,"(Oxford: The Queen's College, 1999), p. .9; Charles Benson, 'Libraries in University",151,1443,798,25
